id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,cmd,co2,command,connRef,cooling,count,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,linked,load,low,mixed,mixing,mode,navName,noMatch,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,pressure,primaryLoop,pump,quantityID,reliability,return,reversing,roomRef,run,runtime,scheduleOcc,secondaryLoop,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,subEquipRef,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,waterMeterLoad,wifi,wifiId,zachName,zone,zones,mod
@p:ubcv:r:25a64ae7-7fc99566 Friedman Unsorted Points JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AV-10210,"","","","",@p:ubcv:r:25a649b9-9d397779 MEDB (NAE-25),"",TL3000076,"","",JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AV-10210,"","","","",@p:ubcv:r:25a649b9-9d397779 MEDB (NAE-25),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2375fcb1-58927a21 Friedman Unsorted Points,"","","",@p:ubcv:r:2375fcb1-c8fbbcba Friedman Unsorted Points,"","",✓,"","","",2020-04-01T11:19:12-07:00 Los_Angeles,conn fault,"","",182,2020-01-02T06:30:10-08:00 Los_Angeles,fault,"","",✓,"",Number,2020-05-05T16:00:05.773-07:00 Los_Angeles,"","","","","","","","",JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AV-10210,"",✓,AV3000036,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","","","","",JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AV-10210.Trend1,Los_Angeles,°C,"","","","","","","",Return air temperature set point 0102,"","",2020-04-09T19:02:04.156Z UTC
@p:ubcv:r:220b975e-7685b007 Friedman Rm 412 VAV 1-4-05 JCL-NAE24/FCB-01.VMA-047.DPR-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009853,"",✓,JCL-NAE24/FCB-01.VMA-047.DPR-O,"",✓,"",✓,@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-145d425a Friedman Rm 412 VAV 1-4-05,"","","",@p:ubcv:r:220b8ce4-f3738769 Friedman Floor 4,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82372,2018-02-06T02:45:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.854-07:00 Los_Angeles,2019-04-11T16:04:14.07-07:00 Los_Angeles,"","","","","","","",Discharge Air Damper Cmd,"","",AO3007983,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-36f026b6 Friedman Rm 412,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","",JCL-NAE24/FCB-01.VMA-047.DPR-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:49:59.926Z UTC
@p:ubcv:r:2549efa0-4b623146 Friedman Unsorted Points JCL-NAE24/FCB-01.FEC-030.EF05-S,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3010243,"",✓,JCL-NAE24/FCB-01.FEC-030.EF05-S,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:2375fcb1-58927a21 Friedman Unsorted Points,✓,✓,"",@p:ubcv:r:2375fcb1-c8fbbcba Friedman Unsorted Points,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",27965,2019-10-28T03:30:00-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:43:38.856-07:00 Los_Angeles,"","",✓,"","","","","",Exhaust Fan Run Feedback,"","",BI3008060,"","","","","","","",✓,"","","","","","","","","","",✓,"","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","","","","",JCL-NAE24/FCB-01.FEC-030.EF05-S.Trend1,Los_Angeles,"","","","","","","","",5252.MISC-RAD.EF05-S,"","",2020-04-08T18:55:20.71Z UTC
@p:ubcv:r:220b975e-35b24f57 Friedman Rm 314 VAV 1-3-04 JCL-NAE24/FCB-01.VMA-032.DPR-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009726,"",✓,JCL-NAE24/FCB-01.VMA-032.DPR-O,"",✓,"",✓,@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-5854df1b Friedman Rm 314 VAV 1-3-04,"","","",@p:ubcv:r:216983ab-5fb4d891 Friedman Floor 3,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82486,2018-02-06T02:45:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.858-07:00 Los_Angeles,2019-04-11T16:04:13.378-07:00 Los_Angeles,"","","","","","","",Discharge Air Damper Cmd,"","",AO3007957,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-88ff81c1 Friedman Rm 314,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","",JCL-NAE24/FCB-01.VMA-032.DPR-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:49:59.407Z UTC
@p:ubcv:r:25a64ae7-f215b221 Friedman Unsorted Points JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AV-10110,"","","","",@p:ubcv:r:25a649b9-9d397779 MEDB (NAE-25),"",TL3000075,"","",JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AV-10110,"","","","",@p:ubcv:r:25a649b9-9d397779 MEDB (NAE-25),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2375fcb1-58927a21 Friedman Unsorted Points,"","","",@p:ubcv:r:2375fcb1-c8fbbcba Friedman Unsorted Points,"","",✓,"","","",2020-04-01T11:19:12-07:00 Los_Angeles,conn fault,"","",172,2020-01-02T06:30:10-08:00 Los_Angeles,fault,"","",✓,"",Number,2020-05-05T16:00:05.773-07:00 Los_Angeles,"","","","","","","","",JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AV-10110,"",✓,AV3000035,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","","","","",JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AV-10110.Trend1,Los_Angeles,°C,"","","","","","","",Return air temperature set point 0101,"","",2020-04-09T19:02:04.157Z UTC
@p:ubcv:r:220b975e-8e556947 Friedman Rm 355 VAV 3-3-06 JCL-NAE24/FCB-01.VMA-042.DPR-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3010582,"",✓,JCL-NAE24/FCB-01.VMA-042.DPR-O,"",✓,"",✓,@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-ba06c120 Friedman Rm 355 VAV 3-3-06,"","","",@p:ubcv:r:216983ab-5fb4d891 Friedman Floor 3,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82465,2018-02-06T02:45:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.859-07:00 Los_Angeles,2019-04-11T16:04:13.535-07:00 Los_Angeles,"","","","","","","",Discharge Air Damper Cmd,"","",AO3008122,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-bd96d6a3 Friedman Rm 355,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","",JCL-NAE24/FCB-01.VMA-042.DPR-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:50:02.37Z UTC
@p:ubcv:r:220b975f-c9c075e2 Friedman Rm 242 VAV 3-2-05 JCL-NAE24/FCB-01.VMA-057.SA-F,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3010197,"",✓,JCL-NAE24/FCB-01.VMA-057.SA-F,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-f47bafc2 Friedman Rm 242 VAV 3-2-05,"","",✓,@p:ubcv:r:2169839d-8ceda28a Friedman Floor 2,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82604,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.861-07:00 Los_Angeles,2019-04-11T16:04:13.425-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow,"","",AV3008040,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-d913dbff Friedman Rm 242,"","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE24/FCB-01.VMA-057.SA-F.Trend1,Los_Angeles,L/s,"","","","","","","",5252.AHU-03.VAV-2-05.SA-F,"","",2020-04-09T19:02:04.015Z UTC
@p:ubcv:r:220b975f-9a204c15 Friedman HX-03 JCL-NAE24/FCB-01.FEC-005.HEX03 HWS-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008558,"",✓,JCL-NAE24/FCB-01.FEC-005.HEX03 HWS-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a09c4b-f4c67d0a Friedman HX-03,"","","",@p:ubcv:r:220b84f4-c538794f Friedman Hydronic Systems,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82153,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"",✓,✓,✓,Number,2020-05-12T14:43:38.863-07:00 Los_Angeles,2018-12-07T09:45:32.181-08:00 Los_Angeles,✓,"","","","","","",Leaving Hot Water Temp,"","",AI3007704,"","","","","","","",✓,"","","","","","","","","","","","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,"",✓,JCL-NAE24/FCB-01.FEC-005.HEX03 HWS-T.Trend1,Los_Angeles,°C,"","","",✓,"","","",5252.PHW.HEX03.HWS-T,"","",2020-04-09T19:02:04.016Z UTC
@p:ubcv:r:220b975e-378660d9 Friedman Rm 237 VAV 1-2-06 JCL-NAE24/FCB-01.VMA-019.SAFLOW-SP,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009444,"",✓,JCL-NAE24/FCB-01.VMA-019.SAFLOW-SP,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-24f46b4b Friedman Rm 237 VAV 1-2-06,"","",✓,@p:ubcv:r:2169839d-8ceda28a Friedman Floor 2,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82446,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.865-07:00 Los_Angeles,2019-04-11T16:04:14.133-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow Sp,"","",AV3007899,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-581be6b8 Friedman Rm 237,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"","",JCL-NAE24/FCB-01.VMA-019.SAFLOW-SP.Trend1,Los_Angeles,L/s,"","","","","","","",5232.AHU-01.VAV-2-06.SAFLOW-SP,"","",2020-04-09T19:02:04.017Z UTC
@p:ubcv:r:20c8420e-70dfe698 Friedman AHU-01 JCL-NAE24/FCB-01.FEC-006.RA-T,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008237,"",✓,JCL-NAE24/FCB-01.FEC-006.RA-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2093d548-c4f0a4cf Friedman AHU-01,"","","",@p:ubcv:r:2203b248-8734d49f Friedman Air Systems,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",105453,2017-06-04T21:30:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.867-07:00 Los_Angeles,2018-12-07T09:45:30.451-08:00 Los_Angeles,"","","","","","","",Return Air Temp,"","",AI3007616,"","","","","","","",✓,"","","","","","","",✓,"","","","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-33dbc1b0 .+(\.|-| )RA-T,"",✓,JCL-NAE24/FCB-01.FEC-006.RA-T.Trend1,Los_Angeles,°C,"","","","","","","",5232.AHU-01.RA-T,"","",2020-04-09T19:02:04.018Z UTC
@p:ubcv:r:220b975e-b00b8523 Friedman Rm 303 VAV 1-3-06 JCL-NAE24/FCB-01.VMA-034.ZN-T,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009807,"",✓,JCL-NAE24/FCB-01.VMA-034.ZN-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce4-027b1a9f Friedman Rm 303 VAV 1-3-06,"","","",@p:ubcv:r:216983ab-5fb4d891 Friedman Floor 3,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",79780,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.869-07:00 Los_Angeles,2018-12-07T09:45:30.483-08:00 Los_Angeles,"","","","","","","",Zone Temp,"","",AI3007967,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-95daf980 Friedman Rm 303,"","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE24/FCB-01.VMA-034.ZN-T.Trend1,Los_Angeles,°C,"","","","","","","",5232.AHU-01.VAV-3-06.ZN-T,✓,"",2020-04-09T19:02:04.019Z UTC
@p:ubcv:r:220b975f-4689ca6a Friedman AHU-01 RF JCL-NAE24/FCB-01.FEC-006.RF-S,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008221,"",✓,JCL-NAE24/FCB-01.FEC-006.RF-S,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2094e1db-36942aa2 Friedman Elec meter,"","","","Off,On","",@p:ubcv:r:22a33b42-a4de623f Friedman AHU-01 RF,"",✓,"",@p:ubcv:r:2203b248-8734d49f Friedman Air Systems,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",29664,2018-01-30T10:21:39-08:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:43:38.871-07:00 Los_Angeles,2019-03-12T13:58:10.344-07:00 Los_Angeles,"","","","","","","",Return Fan Run Status,"","",BI3007603,"","","","","","","",✓,"","","","","","","",✓,"","",✓,✓,"","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-f0fa345b .+(\.|-| )RF(\d?)-S,"","",JCL-NAE24/FCB-01.FEC-006.RF-S.Trend1,Los_Angeles,"","","","","","","","",5232.AHU-01.RF-S,"","",2020-04-08T18:49:57.024Z UTC
@p:ubcv:r:220b975e-eaa42d42 Friedman Rm 355 VAV 3-3-06 JCL-NAE24/FCB-01.VMA-042.SA-F,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3010584,"",✓,JCL-NAE24/FCB-01.VMA-042.SA-F,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-ba06c120 Friedman Rm 355 VAV 3-3-06,"","",✓,@p:ubcv:r:216983ab-5fb4d891 Friedman Floor 3,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",79795,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.873-07:00 Los_Angeles,2019-04-11T16:04:13.391-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow,"","",AV3008124,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-bd96d6a3 Friedman Rm 355,"","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE24/FCB-01.VMA-042.SA-F.Trend1,Los_Angeles,L/s,"","","","","","","",5252.AHU-03.VAV-3-06.SA-F,"","",2020-04-09T19:02:04.02Z UTC
@p:ubcv:r:220b975e-1ec19405 Friedman Rm 244 VAV 3-2-04 JCL-NAE24/FCB-01.VMA-028.ZN-T,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3010150,"",✓,JCL-NAE24/FCB-01.VMA-028.ZN-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce4-8523127e Friedman Rm 244 VAV 3-2-04,"","","",@p:ubcv:r:2169839d-8ceda28a Friedman Floor 2,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82588,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.875-07:00 Los_Angeles,2018-12-07T09:45:30.358-08:00 Los_Angeles,"","","","","","","",Zone Temp,"","",AI3008030,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-61673a51 Friedman Rm 244,"","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE24/FCB-01.VMA-028.ZN-T.Trend1,Los_Angeles,°C,"","","","","","","",5252.AHU-03.VAV-2-04.ZN-T,✓,"",2020-04-09T19:02:04.021Z UTC
@p:ubcv:r:2549e376-bd0152ac Friedman AHU-01 JCL-NAE24/FCB-01.FEC-006.EAD-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008228,"",✓,JCL-NAE24/FCB-01.FEC-006.EAD-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2093d548-c4f0a4cf Friedman AHU-01,✓,"","",@p:ubcv:r:2203b248-8734d49f Friedman Air Systems,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",27970,2019-10-28T02:40:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.877-07:00 Los_Angeles,"","",✓,"","","","","",Exhaust Air Damper Cmd,"","",AO3007608,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:2538b658-929a77d9 .+(\.|-| |_)EAD-O,"","",JCL-NAE24/FCB-01.FEC-006.EAD-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:50:02.375Z UTC
@p:ubcv:r:20dc2801-33884efe Friedman Rm 304 VAV 1-3-02 JCL-NAE24/FCB-01.VMA-035.RAD-O,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009251,"",✓,JCL-NAE24/FCB-01.VMA-035.RAD-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce4-d4237cd2 Friedman Rm 304 VAV 1-3-02,"","","",@p:ubcv:r:216983ab-5fb4d891 Friedman Floor 3,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",103972,2017-06-20T00:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.879-07:00 Los_Angeles,2018-12-07T09:45:30.51-08:00 Los_Angeles,"","","","","","","",Baseboard Radiation Cmd,"","",AO3007855,"","","","","","",✓,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-e613ec74 Friedman Rm 304,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-090873f2 .+(\.|-| )(SUP)?RAD-O,"","",JCL-NAE24/FCB-01.VMA-035.RAD-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:50:00.221Z UTC
@p:ubcv:r:2549e376-4b05bdcc Friedman Rm 351 VAV 3-3-07 JCL-NAE24/FCB-01.VMA-031.HTG-O,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3011215,"",✓,JCL-NAE24/FCB-01.VMA-031.HTG-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce5-c9fbff2d Friedman Rm 351 VAV 3-3-07,"","","",@p:ubcv:r:216983ab-5fb4d891 Friedman Floor 3,"",✓,✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",27970,2019-10-28T02:40:00-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:43:38.881-07:00 Los_Angeles,"","",✓,"","","","","",Heating Valve Cmd,"","",AO3011206,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-42cdca70 Friedman Rm 351,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE24/FCB-01.VMA-031.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,"","","","","","",2020-04-14T16:50:03.169Z UTC
@p:ubcv:r:2549efa0-9d647923 Friedman Rm 238 RAD JCL-NAE24/FCB-01.FEC-030.ZN238-T,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3010237,"",✓,JCL-NAE24/FCB-01.FEC-030.ZN238-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2549ea3c-c6feec1b Friedman Rm 238 RAD,"","","",@p:ubcv:r:2169839d-8ceda28a Friedman Floor 2,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",27965,2019-10-28T03:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.883-07:00 Los_Angeles,"","",✓,"","","","","",Zone Temp,"","",AI3008054,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2549ea36-46622c9e Friedman Rm 238,"","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE24/FCB-01.FEC-030.ZN238-T.Trend1,Los_Angeles,°C,"","","","","","","",5252.MISC-RAD.ZN238-T,✓,"",2020-04-09T19:02:04.025Z UTC
@p:ubcv:r:2549e376-89fb5ff2 Friedman AHU-02 JCL-NAE24/FCB-01.FEC-007.COMP2-C,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008311,"",✓,JCL-NAE24/FCB-01.FEC-007.COMP2-C,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:20952271-c792cabf Friedman AHU-02,"","","",@p:ubcv:r:2203b248-8734d49f Friedman Air Systems,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",27970,2019-10-28T02:40:00-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:43:38.885-07:00 Los_Angeles,"","",✓,"","","","","",JCL-NAE24/FCB-01.FEC-007.COMP2-C,"",✓,BO3007629,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","","","","",JCL-NAE24/FCB-01.FEC-007.COMP2-C.Trend1,Los_Angeles,"","","","","","","","",5252.AHU-02.COMP2-C,"","",2020-04-08T18:50:01.292Z UTC
@p:ubcv:r:20cd9ccf-5b0736ab Friedman AHU-03 JCL-NAE24/FCB-01.FEC-008.EAD-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008411,"",✓,JCL-NAE24/FCB-01.FEC-008.EAD-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:20952535-364d7905 Friedman AHU-03,✓,"","",@p:ubcv:r:2203b248-8734d49f Friedman Air Systems,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",104955,2017-06-08T23:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.887-07:00 Los_Angeles,2018-12-07T09:45:32.198-08:00 Los_Angeles,"","","","","","","",Exhaust Air Damper Cmd,"","",AO3007660,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:2538b658-929a77d9 .+(\.|-| |_)EAD-O,"","",JCL-NAE24/FCB-01.FEC-008.EAD-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:50:01.826Z UTC
