id,air,ancillaryImport,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,cmd,co2,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,flow,gas,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,mixed,mode,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,primaryLoop,ptTest,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,testUnits,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d4ebda-875024d1 Ponderosa North Unsorted Points BACNET_VFD_P3_ENERGY_KWH_MUX,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL242,✓,BACNET_VFD_P3_ENERGY_KWH_MUX,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",46486,2019-01-14T08:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:42.381-07:00 Los_Angeles,"","","","",BACNET_VFD_P3_ENERGY_KWH_MUX,✓,AV405,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",BACNET_VFD_P3_ENERGY_KWH_MUX_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:37.873Z UTC
@p:ubcv:r:23d4ebda-00127051 Ponderosa North Unsorted Points DHW1_2_LEAD_PC_BV,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL24,✓,DHW1_2_LEAD_PC_BV,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:46:35-07:00 Los_Angeles,"","","",28025,2019-01-16T07:06:27-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:47:41.627-07:00 Los_Angeles,"","","","",DHW1_2_LEAD_PC_BV,✓,BV1,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",DHW1_2_LEAD_PC_BV_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:14.105Z UTC
@p:ubcv:r:23d4ebda-7cb5ec00 Ponderosa North HX-1/2 HW_HEX1_2_P6_VFD_ENAB,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL23,✓,HW_HEX1_2_P6_VFD_ENAB,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2634ce35-e2042924 Ponderosa North HX-1/2,✓,"","","","","",@p:ubcv:r:21dff50a-226cb24c Ponderosa North Hydronic Systems,"",✓,"","","",2020-05-11T11:09:47-07:00 Los_Angeles,"","","",5786,2019-01-15T00:00:05-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:47:41.431-07:00 Los_Angeles,2019-01-23T16:52:55.44-08:00 Los_Angeles,"","","",HW_HEX1_2_P6_VFD_ENAB,✓,BO2204,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",HW_HEX1_2_P6_VFD_ENAB_COV_TL,Los_Angeles,"","","","","","",2020-04-23T22:09:08.648Z UTC
@p:ubcv:r:23d4ebda-106092fb Ponderosa North Unsorted Points BACNET_ELEC_MTR_DEV03_MTR05_KW,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL378,✓,BACNET_ELEC_MTR_DEV03_MTR05_KW,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",45940,2019-01-17T11:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:42.398-07:00 Los_Angeles,"","","","",BACNET_ELEC_MTR_DEV03_MTR05_KW,✓,AV1324,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",BACNET_ELEC_MTR_DEV03_MTR05_KW_POLL_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:37.876Z UTC
@p:ubcv:r:23d4f2fd-b749e0a5 Ponderosa North Unsorted Points POND2_FC244_Occupied Setpoint,"","",@p:ubcv:r:23d4e414-9fd9b323 PONDN POND2_FC244_RM2024_eZFC (730244),"",TL2,✓,POND2_FC244_Occupied Setpoint,"","","",@p:ubcv:r:23d4e414-9fd9b323 PONDN POND2_FC244_RM2024_eZFC (730244),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [130] svc=READ_RANGE cls=SERVICES code=MISSING_REQUIRED_PARAMETER ","","",46514,2019-01-13T12:45:00-08:00 Los_Angeles,fault,"","","",Number,2020-05-12T15:13:59.316-07:00 Los_Angeles,"","","","",POND2_FC244_Occupied Setpoint,✓,AV2,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC244_Occupied Setpoint TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.302Z UTC
@p:ubcv:r:23d4ebd9-ca04a8f6 Ponderosa North Unsorted Points DC_EWT,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL108,✓,DC_EWT,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:47:07-07:00 Los_Angeles,"","","",340193,2019-01-18T05:34:55-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:43.572-07:00 Los_Angeles,2019-01-23T16:53:11.376-08:00 Los_Angeles,"","","",DC_EWT,✓,AI2704,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",DC_EWT_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.878Z UTC
@p:ubcv:r:23d4f054-9ec11c1b Ponderosa North Unsorted Points EF_27_C,✓,"",@p:ubcv:r:23d4dcf3-4b1434b7 PONDN POND2_LVL2_FANCOILS (730200),"",TL8,✓,EF_27_C,"",✓,"",@p:ubcv:r:23d4dcf3-4b1434b7 PONDN POND2_LVL2_FANCOILS (730200),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,✓,✓,"","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T07:00:35-07:00 Los_Angeles,"","","",703,2019-01-14T07:00:38-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:48:02.387-07:00 Los_Angeles,"","","","",Exhaust Fan Run Cmd,"",BO4,"","","","",✓,"","","","","","","",✓,"","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0f-fd222d43 (.+_)?EF_?(\d+)?(_A_\d+)?_F?C(_TL)?,"","",EF_27_C_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:33.367Z UTC
@p:ubcv:r:23d4f149-edb8b2f2 Ponderosa North Unsorted Points POND2_FC211_HCV,"","",@p:ubcv:r:23d4e414-6559e673 PONDN POND2_FC211_RM2240 (730211),"",TL3,✓,POND2_FC211_HCV,"",✓,"",@p:ubcv:r:23d4e414-6559e673 PONDN POND2_FC211_RM2240 (730211),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,✓,✓,"","","",2020-05-12T15:56:32-07:00 Los_Angeles,"","","",339473,2019-01-18T06:05:31-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:57:22.295-07:00 Los_Angeles,2019-01-23T16:53:07.581-08:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO6,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"","",POND2_FC211_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:38.23Z UTC
@p:ubcv:r:23d4f718-1cecb437 Ponderosa North Unsorted Points HRV_04_HC_LWT,"","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"",TL53,✓,HRV_04_HC_LWT,"","","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:51:34-07:00 Los_Angeles,"","","",339885,2019-01-18T06:09:28-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:34.663-07:00 Los_Angeles,2019-01-23T16:52:52.165-08:00 Los_Angeles,"","","",HRV_04_HC_LWT,✓,AI1407,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",HRV_04_HC_LWT_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.696Z UTC
@p:ubcv:r:23d4ebda-79ab1ebb Ponderosa North Unsorted Points BACNET_ELEC_MTR_DEV06_MTR03_KW,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL422,✓,BACNET_ELEC_MTR_DEV06_MTR03_KW,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",45940,2019-01-17T11:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:42.406-07:00 Los_Angeles,"","","","",BACNET_ELEC_MTR_DEV06_MTR03_KW,✓,AV1612,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",BACNET_ELEC_MTR_DEV06_MTR03_KW_POLL_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:37.879Z UTC
@p:ubcv:r:23d4f04f-577de4d8 Ponderosa North Unsorted Points AHU_05_06_EAD_FB,"","",@p:ubcv:r:23d4e39c-9ad097f8 PONDN UBC Ponderosa II AHU_5_6 (730180),"",TL12,✓,AHU_05_06_EAD_FB,"","","",@p:ubcv:r:23d4e39c-9ad097f8 PONDN UBC Ponderosa II AHU_5_6 (730180),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:31-07:00 Los_Angeles,"","","",339388,2019-01-18T05:48:16-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:29.327-07:00 Los_Angeles,"","","","",AHU_05_06_EAD_FB,✓,AI5,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",AHU_05_06_EAD_FB_POLL_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:38.169Z UTC
@p:ubcv:r:23d4f718-90f73863 Ponderosa North Unsorted Points HRV_03_HC_EWT_2,"","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"",TL46,✓,HRV_03_HC_EWT_2,"","","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:51:34-07:00 Los_Angeles,"","","",339885,2019-01-18T06:09:28-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:34.675-07:00 Los_Angeles,"","","","",HRV_03_HC_EWT_2,✓,AI1304,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",HRV_03_HC_EWT_2_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.698Z UTC
@p:ubcv:r:23d4edbd-7773b09a Ponderosa North Unsorted Points POND2_FC119_Occupied Setpoint,"","",@p:ubcv:r:23d4dde8-a8048545 PONDN POND2_FC119_RM1001_eZFC (730119),"",TL2,✓,POND2_FC119_Occupied Setpoint,"","","",@p:ubcv:r:23d4dde8-a8048545 PONDN POND2_FC119_RM1001_eZFC (730119),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",46517,2019-01-13T12:45:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:26.779-07:00 Los_Angeles,"","","","",POND2_FC119_Occupied Setpoint,✓,AV2,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","","",Los_Angeles,"","","","","","",2020-04-09T19:01:46.092Z UTC
@p:ubcv:r:23d4f6be-34b4a8bc Ponderosa North Unsorted Points POND2_VAV_339_FLW_SP,✓,"",@p:ubcv:r:23d4e563-895f7752 PONDN POND2_AHU2_VAV_339_RM3074 (730339),"",TL4,✓,POND2_VAV_339_FLW_SP,"","","",@p:ubcv:r:23d4e563-895f7752 PONDN POND2_AHU2_VAV_339_RM3074 (730339),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","",✓,"",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:41:57-07:00 Los_Angeles,"","","",69006,2019-01-17T03:40:59-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:52.946-07:00 Los_Angeles,2019-01-23T16:53:15.394-08:00 Los_Angeles,"","","",Discharge Air Flow Sp,"",AV5,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"",✓,"","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","",POND2_VAV_339_FLW_SP_TL,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:38.562Z UTC
@p:ubcv:r:23d4ed19-5f0b5850 Ponderosa North Unsorted Points POND2_FC112_RT_SP,✓,"",@p:ubcv:r:23d4dde8-7bf38974 PONDN POND2_FC112_RM1009 (730112),"",TL6,✓,POND2_FC112_RT_SP,"","","",@p:ubcv:r:23d4dde8-7bf38974 PONDN POND2_FC112_RM1009 (730112),"","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:50:43-07:00 Los_Angeles,"","","",339588,2019-01-18T05:39:22-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:50:44.083-07:00 Los_Angeles,2019-01-23T16:53:00.626-08:00 Los_Angeles,"","","",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,"",POND2_FC112_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:38.037Z UTC
@p:ubcv:r:23d4eda5-4689a14e Ponderosa North Unsorted Points POND2_FC118_MODE,"","",@p:ubcv:r:23d4dde8-5a3b45ac PONDN POND2_FC118_RM1002 (730118),"",TL9,✓,POND2_FC118_MODE,"","","",@p:ubcv:r:23d4dde8-5a3b45ac PONDN POND2_FC118_RM1002 (730118),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)","","","","","","",ok,"","","",Str,2020-05-12T15:50:39.642-07:00 Los_Angeles,"","","","",POND2_FC118_MODE,✓,MSV1,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC118_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:25.713Z UTC
@p:ubcv:r:23d4f705-d1a71279 Ponderosa North Unsorted Points HRV_06_PC,"","",@p:ubcv:r:23d4dcf3-a55e5199 PONDN POND2_AHU_MUA_DC_CP730700 (730700),"",TL11,✓,HRV_06_PC,"","","",@p:ubcv:r:23d4dcf3-a55e5199 PONDN POND2_AHU_MUA_DC_CP730700 (730700),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T13:46:31-07:00 Los_Angeles,"","","",1050,2019-01-13T17:45:49-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:54:18.293-07:00 Los_Angeles,"","","","",HRV_06_PC,✓,BO1304,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",HRV_06_PC_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:58.38Z UTC
@p:ubcv:r:23d4f37d-e514f00b Ponderosa North Unsorted Points POND2_VAV_305_FLW,✓,"",@p:ubcv:r:23d4e563-d3e33a21 PONDN POND2_AHU1_VAV_305_RM3114 (730305),"",TL3,✓,POND2_VAV_305_FLW,"","","",@p:ubcv:r:23d4e563-d3e33a21 PONDN POND2_AHU1_VAV_305_RM3114 (730305),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","",✓,"",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:41:54-07:00 Los_Angeles,"","","",69008,2019-01-17T03:20:53-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:49:44.869-07:00 Los_Angeles,2019-01-23T16:53:00.267-08:00 Los_Angeles,"","","",Discharge Air Flow,"",AV18,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0e-9b79f931 (.+_)?VAV.+_FLW(_TL)?,"","",POND2_VAV_305_FLW_TL,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:38.359Z UTC
@p:ubcv:r:23d4f76f-2a8f55b7 Ponderosa North Unsorted Points EF_02_C,✓,"",@p:ubcv:r:23d4dcf3-d0358a96 PONDN POND2_HRV1_HRV5_CP731800 (731800),"",TL1,✓,EF_02_C,"",✓,"",@p:ubcv:r:23d4dcf3-d0358a96 PONDN POND2_HRV1_HRV5_CP731800 (731800),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,✓,✓,"","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T07:00:19-07:00 Los_Angeles,"","","",707,2019-01-14T07:00:22-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:48:01.724-07:00 Los_Angeles,"","","","",Exhaust Fan Run Cmd,"",BO1,"","","","",✓,"","","","","","","",✓,"","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0f-fd222d43 (.+_)?EF_?(\d+)?(_A_\d+)?_F?C(_TL)?,"","",EF_02_C_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:50:53.436Z UTC
@p:ubcv:r:23d4f04f-dbd4f958 Ponderosa North Unsorted Points AHU_05_06_RT,✓,"",@p:ubcv:r:23d4e39c-9ad097f8 PONDN UBC Ponderosa II AHU_5_6 (730180),"",TL10,✓,AHU_05_06_RT,"","","",@p:ubcv:r:23d4e39c-9ad097f8 PONDN UBC Ponderosa II AHU_5_6 (730180),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:34:48-07:00 Los_Angeles,"","","",46441,2019-01-14T08:32:46-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:29.669-07:00 Los_Angeles,2019-01-23T16:53:05.079-08:00 Los_Angeles,"","","",Zone Temp,"",AI3,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,"",MV_pond_ph2_AHU05_AHU06_zone_temp,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:38.17Z UTC
@p:ubcv:r:23d4f757-dc8545d4 Ponderosa North Unsorted Points POND2_EM04_TEMP_SWT_MUX,"","",@p:ubcv:r:23d4dcf3-0370bdda PONDN POND2_EM1_TO_EM7_EM16_TO_EM20_CP730900 (730900),"",TL16,✓,POND2_EM04_TEMP_SWT_MUX,"","","",@p:ubcv:r:23d4dcf3-0370bdda PONDN POND2_EM1_TO_EM7_EM16_TO_EM20_CP730900 (730900),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:00:00-07:00 Los_Angeles,"","","",11641,2019-01-13T13:00:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:48:06.044-07:00 Los_Angeles,"","","","",POND2_EM04_TEMP_SWT_MUX,✓,AV1015,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_EM04_TEMP_SWT_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.801Z UTC
@p:ubcv:r:23d4f718-1029d23b Ponderosa North Unsorted Points CALCS_HRV_07_WHEEL_EFFICENCY,"","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"",TL127,✓,CALCS_HRV_07_WHEEL_EFFICENCY,"","","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",46439,2019-01-14T09:00:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:34.685-07:00 Los_Angeles,"","","","",CALCS_HRV_07_WHEEL_EFFICENCY,✓,AV107,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",MV_pond_ph2_HRV07_efficiency,Los_Angeles,%,"","","","","",2020-04-09T19:02:38.7Z UTC
@p:ubcv:r:23d4efb2-1f18f3d2 Ponderosa North Unsorted Points POND2_FC139_Operating Mode,"","",@p:ubcv:r:23d4df30-73e89a54 PONDN POND2_FC139_RM1306B_eZFC (730139),"",TL3,✓,POND2_FC139_Operating Mode,"","","",@p:ubcv:r:23d4df30-73e89a54 PONDN POND2_FC139_RM1306B_eZFC (730139),"","","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,FreezeOvrd,UnocHtg,UnocClg,UnocShutdown","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T07:00:50-07:00 Los_Angeles,"","","",705,2019-01-14T07:00:50-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:50:45.848-07:00 Los_Angeles,"","","","",POND2_FC139_Operating Mode,✓,MSV12,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC139_Operating Mode TL,Los_Angeles,"","","","","","",2020-04-08T18:51:07.544Z UTC
