,uniqueId_nounit,id,firstdate,time,groupRef_influx,equipRef_fix,equipRef_influx,navName_influx,siteRef,typeRef,unit_sspark,unit_influx,kind
54,Pharmacy EAV-BS102 Pharmacy Floor 0 Discharge Air Flow Alarm Pharmacy BS102_BE118_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-b716d529 Pharmacy EAV-BS102 BS102_BE118_SUP_FLOW_ALARM_BV,2019-09-20,2019-09-20 07:35:09,Pharmacy Floor 0,Pharmacy EAV-BS102,EAV-BS102,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS102_BE118_SUP_FLOW_ALARM_BV,,_,Bool
55,Pharmacy Rm 5206g VAV-5S031 Pharmacy Floor 5 Discharge Air Flow Alarm Pharmacy 5S031_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-70136d74 Pharmacy Rm 5206g VAV-5S031 5S031_SUP_FLOW_ALARM_BV,2019-11-21,2019-11-21 22:51:46,Pharmacy Floor 5,Pharmacy Rm 5206g VAV-5S031,Rm 5206g VAV-5S031,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5S031_SUP_FLOW_ALARM_BV,,_,Bool
56,Pharmacy Rm 3110 VAV-3S019 Pharmacy Floor 3 Discharge Air Damper Open Cmd Pharmacy VAV_3S019_Dmp_Open,@p:ubcv:r:236c8f02-2d1d03b2 Pharmacy Rm 3110 VAV-3S019 VAV_3S019_Dmp_Open,2020-01-07,2020-01-07 15:13:00,Pharmacy Floor 3,Pharmacy Rm 3110 VAV-3S019,Rm 3110 VAV-3S019,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S019_Dmp_Open,,_,Bool
57,Pharmacy VAV-4S019A Pharmacy Floor 4 Operation Mode Pharmacy VAV_4S019A_OperationMode,@p:ubcv:r:236c8d77-62e0c8f5 Pharmacy VAV-4S019A VAV_4S019A_OperationMode,2020-01-07,2020-01-07 15:16:17,Pharmacy Floor 4,Pharmacy VAV-4S019A,VAV-4S019A,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_4S019A_OperationMode,,_,Str
58,Pharmacy Cooling Plant Pharmacy Hydronic Systems CHWP_P5_LEAD1_PUMP_FAIL_BV Pharmacy CHWP_P5_LEAD1_PUMP_FAIL_BV,@p:ubcv:r:226cf1e9-4777c20c Pharmacy Cooling Plant CHWP_P5_LEAD1_PUMP_FAIL_BV,2019-01-03,2019-01-03 17:48:20,Pharmacy Hydronic Systems,Pharmacy Cooling Plant,Cooling Plant,CHWP_P5_LEAD1_PUMP_FAIL_BV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHWP_P5_LEAD1_PUMP_FAIL_BV,,_,Bool
59,Pharmacy Rm 5306 VAV-5S045 Pharmacy Floor 5 Exhaust Air Flow Alarm Pharmacy 5S045_5E016_EXH_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-f26e8827 Pharmacy Rm 5306 VAV-5S045 5S045_5E016_EXH_FLOW_ALARM_BV,2019-06-11,2019-06-11 19:43:45,Pharmacy Floor 5,Pharmacy Rm 5306 VAV-5S045,Rm 5306 VAV-5S045,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5S045_5E016_EXH_FLOW_ALARM_BV,,_,Bool
60,Pharmacy Rm Corr VAV-2S019 Pharmacy Floor 2 Discharge Air Damper Open Cmd Pharmacy VAV_2S019_Dmp_Open,@p:ubcv:r:2391c42c-04a5aafd Pharmacy Rm Corr VAV-2S019 VAV_2S019_Dmp_Open,2020-01-07,2020-01-07 14:57:11,Pharmacy Floor 2,Pharmacy Rm Corr VAV-2S019,Rm Corr VAV-2S019,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S019_Dmp_Open,,omit,Bool
61,Pharmacy AHU-01 Pharmacy Air Systems Discharge Air Pre Filter DP Pharmacy AHU1_PFIL,@p:ubcv:r:236c8a99-0cc36e66 Pharmacy AHU-01 AHU1_PFIL,2019-04-25,2019-04-25 19:10:20,Pharmacy Air Systems,Pharmacy AHU-01,AHU-01,Discharge Air Pre Filter DP,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU1_PFIL,,omit,Bool
62,Pharmacy EF-36 Pharmacy Air Systems Alarm Pharmacy EF_36_FAIL_AL_BV,@p:ubcv:r:236c8acc-bb603918 Pharmacy EF-36 EF_36_FAIL_AL_BV,2018-12-20,2018-12-20 20:34:53,Pharmacy Air Systems,Pharmacy EF-36,EF-36,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF_36_FAIL_AL_BV,,omit,Bool
63,Pharmacy Rm B710a EAV-BS056 Pharmacy Floor 0 Alarm Pharmacy BS056_SUP_FLOW_AL_BV,@p:ubcv:r:236c8a4d-2578d3c9 Pharmacy Rm B710a EAV-BS056 BS056_SUP_FLOW_AL_BV,2019-09-20,2019-09-20 07:33:36,Pharmacy Floor 0,Pharmacy Rm B710a EAV-BS056,Rm B710a EAV-BS056,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS056_SUP_FLOW_AL_BV,,_,Bool
64,Pharmacy Rm 5110 VAV-5S017 Pharmacy Floor 5 Discharge Air Damper Open Cmd Pharmacy VAV_5S017_Dmp_Open,@p:ubcv:r:236c8c6e-dcddf260 Pharmacy Rm 5110 VAV-5S017 VAV_5S017_Dmp_Open,2020-01-07,2020-01-07 21:58:59,Pharmacy Floor 5,Pharmacy Rm 5110 VAV-5S017,Rm 5110 VAV-5S017,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_5S017_Dmp_Open,,_,Bool
65,Pharmacy Heating Plant Pharmacy Hydronic Systems BLR_LEAD_LO_BLR_FAIL Pharmacy BLR_LEAD_LO_BLR_FAIL,@p:ubcv:r:236c8acc-16f5510c Pharmacy Heating Plant BLR_LEAD_LO_BLR_FAIL,2019-08-01,2019-08-01 22:41:44,Pharmacy Hydronic Systems,Pharmacy Heating Plant,Heating Plant,BLR_LEAD_LO_BLR_FAIL,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BLR_LEAD_LO_BLR_FAIL,,_,Bool
66,Pharmacy Heating Plant SBLR-5 Pharmacy Hydronic Systems PHARM_SB5_HIGH_STACK_TEMP_ALARM Pharmacy PHARM_SB5_HIGH_STACK_TEMP_ALARM,@p:ubcv:r:236c89d4-063d6247 Pharmacy Heating Plant SBLR-5 PHARM_SB5_HIGH_STACK_TEMP_ALARM,2018-11-01,2018-11-01 16:51:07,Pharmacy Hydronic Systems,Pharmacy Heating Plant SBLR-5,Heating Plant SBLR-5,PHARM_SB5_HIGH_STACK_TEMP_ALARM,@p:ubcv:r:20545206-9300bfc5 Pharmacy,PHARM_SB5_HIGH_STACK_TEMP_ALARM,,_,Bool
67,Pharmacy Heating Plant Pharmacy Hydronic Systems BLR_HTG_SYSTEM_EN_BV Pharmacy BLR_HTG_SYSTEM_EN_BV,@p:ubcv:r:236c8acd-c601626c Pharmacy Heating Plant BLR_HTG_SYSTEM_EN_BV,2020-01-07,2020-01-07 16:34:36,Pharmacy Hydronic Systems,Pharmacy Heating Plant,Heating Plant,BLR_HTG_SYSTEM_EN_BV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BLR_HTG_SYSTEM_EN_BV,,_,Bool
68,Pharmacy Rm 5114 VAV-5S015 Pharmacy Floor 5 Discharge Air Damper Open Cmd Pharmacy VAV_5S015_Dmp_Open,@p:ubcv:r:236c8c9b-b8fe76b7 Pharmacy Rm 5114 VAV-5S015 VAV_5S015_Dmp_Open,2020-01-07,2020-01-07 20:48:19,Pharmacy Floor 5,Pharmacy Rm 5114 VAV-5S015,Rm 5114 VAV-5S015,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_5S015_Dmp_Open,,_,Bool
69,Pharmacy Rm 6202 VAV-6S023 Pharmacy Floor 6 Exhaust Air Flow Alarm Pharmacy 6S023_6E027_EXH_FLOW_ALARM_BV,@p:ubcv:r:236c89f9-eee7b1b3 Pharmacy Rm 6202 VAV-6S023 6S023_6E027_EXH_FLOW_ALARM_BV,2019-09-20,2019-09-20 07:25:09,Pharmacy Floor 6,Pharmacy Rm 6202 VAV-6S023,Rm 6202 VAV-6S023,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S023_6E027_EXH_FLOW_ALARM_BV,,_,Bool
70,Pharmacy Heating Plant Pharmacy Hydronic Systems BLR_LEAD_LO_PUMP_FAIL Pharmacy BLR_LEAD_LO_PUMP_FAIL,@p:ubcv:r:236c8acc-00d6296f Pharmacy Heating Plant BLR_LEAD_LO_PUMP_FAIL,2020-01-07,2020-01-07 16:24:06,Pharmacy Hydronic Systems,Pharmacy Heating Plant,Heating Plant,BLR_LEAD_LO_PUMP_FAIL,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BLR_LEAD_LO_PUMP_FAIL,,_,Bool
71,Pharmacy Rm 5122 VAV-5S001 Pharmacy Floor 5 Discharge Air Damper Open Cmd Pharmacy VAV_5S001_Dmp_Open,@p:ubcv:r:236c8cfc-eb923ce1 Pharmacy Rm 5122 VAV-5S001 VAV_5S001_Dmp_Open,2020-01-07,2020-01-07 20:01:37,Pharmacy Floor 5,Pharmacy Rm 5122 VAV-5S001,Rm 5122 VAV-5S001,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_5S001_Dmp_Open,,_,Bool
72,Pharmacy Rm 5304 FC-504 Pharmacy Floor 5 Discharge Fan Run Cmd Pharmacy FCU_504_C,@p:ubcv:r:2391cb5a-04cf803a Pharmacy Rm 5304 FC-504 FCU_504_C,2020-01-07,2020-01-07 21:50:22,Pharmacy Floor 5,Pharmacy Rm 5304 FC-504,Rm 5304 FC-504,Discharge Fan Run Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_504_C,,omit,Bool
73,Pharmacy Rm 5202 EAV-5E063 Pharmacy Floor 5 Flow Alarm Pharmacy 5E063_FLOW_ALARM_BV,@p:ubcv:r:236c8a04-fd643aaf Pharmacy Rm 5202 EAV-5E063 5E063_FLOW_ALARM_BV,2019-09-20,2019-09-20 07:40:55,Pharmacy Floor 5,Pharmacy Rm 5202 EAV-5E063,Rm 5202 EAV-5E063,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5E063_FLOW_ALARM_BV,,_,Bool
74,Pharmacy LEF-1 Pharmacy Air Systems EF1_LEAD1_FAN_FAULT Pharmacy EF1_LEAD1_FAN_FAULT,@p:ubcv:r:236c8a6b-d8168b25 Pharmacy LEF-1 EF1_LEAD1_FAN_FAULT,2020-01-08,2020-01-08 19:54:11,Pharmacy Air Systems,Pharmacy LEF-1,LEF-1,EF1_LEAD1_FAN_FAULT,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF1_LEAD1_FAN_FAULT,,_,Bool
75,Pharmacy Rm B406c EAV-BS072 Pharmacy Floor 0 Alarm Pharmacy BS072_SUP_FLOW_AL_BV,@p:ubcv:r:236c8a4d-197c7192 Pharmacy Rm B406c EAV-BS072 BS072_SUP_FLOW_AL_BV,2019-09-20,2019-09-20 07:28:39,Pharmacy Floor 0,Pharmacy Rm B406c EAV-BS072,Rm B406c EAV-BS072,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS072_SUP_FLOW_AL_BV,,_,Bool
76,Pharmacy Rm 6205 VAV-6S018 Pharmacy Floor 6 Exhaust Air Flow Alarm Pharmacy 6S018_6E020_EXH_FLOW_ALARM_BV,@p:ubcv:r:236c89f9-05af172b Pharmacy Rm 6205 VAV-6S018 6S018_6E020_EXH_FLOW_ALARM_BV,2019-09-20,2019-09-20 07:28:29,Pharmacy Floor 6,Pharmacy Rm 6205 VAV-6S018,Rm 6205 VAV-6S018,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S018_6E020_EXH_FLOW_ALARM_BV,,_,Bool
77,Pharmacy Rm 6114 VAV-6S070 Pharmacy Floor 6 Discharge Air Damper Close Cmd Pharmacy VAV_6S070_Dmp_Close,@p:ubcv:r:236c8b96-7003661e Pharmacy Rm 6114 VAV-6S070 VAV_6S070_Dmp_Close,2020-01-07,2020-01-07 19:06:01,Pharmacy Floor 6,Pharmacy Rm 6114 VAV-6S070,Rm 6114 VAV-6S070,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_6S070_Dmp_Close,,_,Bool
78,Pharmacy Rm 4311 EAV-4E042 Pharmacy Floor 4 Flow Alarm Pharmacy 4E042_FLOW_ALARM_BV,@p:ubcv:r:236c8a03-3b0e20ab Pharmacy Rm 4311 EAV-4E042 4E042_FLOW_ALARM_BV,2019-06-11,2019-06-11 19:28:16,Pharmacy Floor 4,Pharmacy Rm 4311 EAV-4E042,Rm 4311 EAV-4E042,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,4E042_FLOW_ALARM_BV,,_,Bool
79,Pharmacy Rm 5202 EAV-5E030 Pharmacy Floor 5 Flow Alarm Pharmacy 5E030_FLOW_ALARM_BV,@p:ubcv:r:236c8a04-d1fa8785 Pharmacy Rm 5202 EAV-5E030 5E030_FLOW_ALARM_BV,2019-09-20,2019-09-20 07:40:55,Pharmacy Floor 5,Pharmacy Rm 5202 EAV-5E030,Rm 5202 EAV-5E030,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5E030_FLOW_ALARM_BV,,_,Bool
80,Pharmacy CT-1C Pharmacy Hydronic Systems Alarm Pharmacy CT1C_AL,@p:ubcv:r:236c8acd-b6ec110f Pharmacy CT-1C CT1C_AL,2018-12-20,2018-12-20 20:35:02,Pharmacy Hydronic Systems,Pharmacy CT-1C,CT-1C,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CT1C_AL,,omit,Bool
81,Pharmacy Rm 3101 VAV-3S029 Pharmacy Floor 3 Discharge Air Damper Close Cmd Pharmacy VAV_3S029_Dmp_Close,@p:ubcv:r:236c8eac-7aee03ea Pharmacy Rm 3101 VAV-3S029 VAV_3S029_Dmp_Close,2020-01-07,2020-01-07 18:26:45,Pharmacy Floor 3,Pharmacy Rm 3101 VAV-3S029,Rm 3101 VAV-3S029,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S029_Dmp_Close,,_,Bool
82,Pharmacy Rm 5112 VAV-5S014 Pharmacy Floor 5 Operation Mode Pharmacy VAV_5S014_OperationMode,@p:ubcv:r:236c8c84-6252810d Pharmacy Rm 5112 VAV-5S014 VAV_5S014_OperationMode,2020-01-07,2020-01-07 18:37:25,Pharmacy Floor 5,Pharmacy Rm 5112 VAV-5S014,Rm 5112 VAV-5S014,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_5S014_OperationMode,,_,Str
83,Pharmacy Rm 6305 EAV-6E048 Pharmacy Floor 6 Flow Alarm Pharmacy 6E048_FLOW_ALARM_BV,@p:ubcv:r:236c8a02-d5d6256b Pharmacy Rm 6305 EAV-6E048 6E048_FLOW_ALARM_BV,2019-06-11,2019-06-11 19:28:16,Pharmacy Floor 6,Pharmacy Rm 6305 EAV-6E048,Rm 6305 EAV-6E048,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6E048_FLOW_ALARM_BV,,_,Bool
84,Pharmacy Cooling Plant Chiller System Pharmacy Hydronic Systems Enable Pharmacy CHLR_PCH4A_STATUS_BV,@p:ubcv:r:236c8a09-c6121306 Pharmacy Cooling Plant Chiller System CHLR_PCH4A_STATUS_BV,2020-02-25,2020-02-25 17:13:54,Pharmacy Hydronic Systems,Pharmacy Cooling Plant Chiller System,Cooling Plant Chiller System,Enable,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHLR_PCH4A_STATUS_BV,,_,Bool
85,Pharmacy Rm 4303 VAV-4S045 Pharmacy Floor 4 Discharge Air Damper Close Cmd Pharmacy VAV_4S045_Dmp_Close,@p:ubcv:r:2391c93f-67a9fc0c Pharmacy Rm 4303 VAV-4S045 VAV_4S045_Dmp_Close,2020-01-07,2020-01-07 21:58:37,Pharmacy Floor 4,Pharmacy Rm 4303 VAV-4S045,Rm 4303 VAV-4S045,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_4S045_Dmp_Close,,omit,Bool
86,Pharmacy CRAH System CRAH-7 Pharmacy Hydronic Systems Alarm Pharmacy CRAH7_LO_RAH_AL_BV,@p:ubcv:r:236c8fec-67747a23 Pharmacy CRAH System CRAH-7 CRAH7_LO_RAH_AL_BV,2019-10-29,2019-10-29 14:59:09,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-7,CRAH System CRAH-7,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CRAH7_LO_RAH_AL_BV,,_,Bool
87,Pharmacy Rm 1414 VAV-1S015 Pharmacy Floor 1 Discharge Air Damper Open Cmd Pharmacy VAV_1S015_Dmp_Open,@p:ubcv:r:2391c17b-1a085a37 Pharmacy Rm 1414 VAV-1S015 VAV_1S015_Dmp_Open,2020-01-07,2020-01-07 15:19:37,Pharmacy Floor 1,Pharmacy Rm 1414 VAV-1S015,Rm 1414 VAV-1S015,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_1S015_Dmp_Open,,omit,Bool
88,Pharmacy AHU-15 Pharmacy Air Systems Discharge Air Pre Filter Alarm Pharmacy AHU15_PFIL,@p:ubcv:r:236c8ab7-5c95e63a Pharmacy AHU-15 AHU15_PFIL,2020-01-05,2020-01-05 21:42:03,Pharmacy Air Systems,Pharmacy AHU-15,AHU-15,Discharge Air Pre Filter Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU15_PFIL,,_,Bool
89,Pharmacy Rm 3208 VAV-3S049 Pharmacy Floor 3 Discharge Air Damper Close Cmd Pharmacy VAV_3S049_Dmp_Close,@p:ubcv:r:2391bc85-bf0faf8e Pharmacy Rm 3208 VAV-3S049 VAV_3S049_Dmp_Close,2020-01-07,2020-01-07 21:13:10,Pharmacy Floor 3,Pharmacy Rm 3208 VAV-3S049,Rm 3208 VAV-3S049,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S049_Dmp_Close,,omit,Bool
90,Pharmacy AHU-17 Pharmacy Air Systems AHU17_FIRE_MODE Pharmacy AHU17_FIRE_MODE,@p:ubcv:r:236c8a6b-4d5667f7 Pharmacy AHU-17 AHU17_FIRE_MODE,2019-06-11,2019-06-11 18:12:04,Pharmacy Air Systems,Pharmacy AHU-17,AHU-17,AHU17_FIRE_MODE,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU17_FIRE_MODE,,°C,Bool
91,Pharmacy Rm B212a EAV-BS078 Pharmacy Floor 0 Exhaust Air Flow Alarm Pharmacy BS078_EXH_FLOW_AL_BV,@p:ubcv:r:236c8a4c-6abbafa5 Pharmacy Rm B212a EAV-BS078 BS078_EXH_FLOW_AL_BV,2019-10-23,2019-10-23 19:55:44,Pharmacy Floor 0,Pharmacy Rm B212a EAV-BS078,Pharmacy Rm B212a EAV-BS078,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS078_EXH_FLOW_AL_BV,,_,Bool
92,Pharmacy Windows Pharmacy Floor 2 L2_S_OPW_EN_BV Pharmacy L2_S_OPW_EN_BV,@p:ubcv:r:2391c1b9-1e27d9cf Pharmacy Windows L2_S_OPW_EN_BV,2019-08-18,2019-08-18 22:19:19,Pharmacy Floor 2,Pharmacy Windows,Windows,L2_S_OPW_EN_BV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,L2_S_OPW_EN_BV,,omit,Bool
93,Pharmacy Rm B501a EAV-BS042 Pharmacy Floor 0 Alarm Pharmacy BS042_SUP_FLOW_AL_BV,@p:ubcv:r:236c8a40-6bf5df3b Pharmacy Rm B501a EAV-BS042 BS042_SUP_FLOW_AL_BV,2019-09-20,2019-09-20 07:36:46,Pharmacy Floor 0,Pharmacy Rm B501a EAV-BS042,Rm B501a EAV-BS042,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS042_SUP_FLOW_AL_BV,,_,Bool
94,Pharmacy Rm 3334 VAV-3S050 Pharmacy Floor 3 Operation Mode Pharmacy VAV_3S050_OperationMode,@p:ubcv:r:2391c56e-28c22c97 Pharmacy Rm 3334 VAV-3S050 VAV_3S050_OperationMode,2019-11-19,2019-11-19 14:00:02,Pharmacy Floor 3,Pharmacy Rm 3334 VAV-3S050,Pharmacy Rm 3334 VAV-3S050,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S050_OperationMode,,omit,Str
95,Pharmacy Rm 3202 VAV-3S017 Pharmacy Floor 3 Discharge Air Damper Open Cmd Pharmacy VAV_3S017_Dmp_Open,@p:ubcv:r:2391bcd6-9faaf249 Pharmacy Rm 3202 VAV-3S017 VAV_3S017_Dmp_Open,2020-01-03,2020-01-03 17:14:23,Pharmacy Floor 3,Pharmacy Rm 3202 VAV-3S017,Rm 3202 VAV-3S017,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S017_Dmp_Open,,omit,Bool
96,Pharmacy Rm 6124 VAV-6S065 Pharmacy Floor 6 Operation Mode Pharmacy VAV_6S065_OperationMode,@p:ubcv:r:236c8c1f-76227de8 Pharmacy Rm 6124 VAV-6S065 VAV_6S065_OperationMode,2020-01-07,2020-01-07 15:16:30,Pharmacy Floor 6,Pharmacy Rm 6124 VAV-6S065,Rm 6124 VAV-6S065,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_6S065_OperationMode,,_,Str
97,Pharmacy AHU-02 Pharmacy Air Systems Discharge Air Damper Cmd Pharmacy AHU2_SAD,@p:ubcv:r:236c8a99-a72d51d4 Pharmacy AHU-02 AHU2_SAD,2019-09-20,2019-09-20 07:22:02,Pharmacy Air Systems,Pharmacy AHU-02,AHU-02,Discharge Air Damper Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU2_SAD,,_,Bool
98,Pharmacy Cooling Plant Pharmacy Hydronic Systems CT_P6C_STATUS Pharmacy CT_P6C_STATUS,@p:ubcv:r:236c9051-b8dd739c Pharmacy Cooling Plant CT_P6C_STATUS,2020-04-28,2020-04-28 16:17:06,Pharmacy Hydronic Systems,Pharmacy Cooling Plant,Cooling Plant,CT_P6C_STATUS,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CT_P6C_STATUS,,omit,Bool
99,Pharmacy Rm 6321 VAV-6S074 Pharmacy Floor 6 Operation Mode Pharmacy VAV_6S074_OperationMode,@p:ubcv:r:2391cab4-b007c285 Pharmacy Rm 6321 VAV-6S074 VAV_6S074_OperationMode,2020-01-02,2020-01-02 07:59:59,Pharmacy Floor 6,Pharmacy Rm 6321 VAV-6S074,Rm 6321 VAV-6S074,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_6S074_OperationMode,,omit,Str
100,Pharmacy FC-B05 Pharmacy Floor 0 Discharge Fan Run Cmd Pharmacy FCU_B05_C,@p:ubcv:r:236c8a88-0b344185 Pharmacy FC-B05 FCU_B05_C,2020-01-05,2020-01-05 19:29:14,Pharmacy Floor 0,Pharmacy FC-B05,FC-B05,Discharge Fan Run Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_B05_C,,_,Bool
101,Pharmacy Rm Corr VAV-2S019 Pharmacy Floor 2 Discharge Air Damper Close Cmd Pharmacy VAV_2S019_Dmp_Close,@p:ubcv:r:2391c42c-99f52858 Pharmacy Rm Corr VAV-2S019 VAV_2S019_Dmp_Close,2020-01-07,2020-01-07 15:19:29,Pharmacy Floor 2,Pharmacy Rm Corr VAV-2S019,Rm Corr VAV-2S019,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S019_Dmp_Close,,omit,Bool
102,Pharmacy Rm 3105 VAV-3S032 Pharmacy Floor 3 Discharge Air Damper Open Cmd Pharmacy VAV_3S032_Dmp_Open,@p:ubcv:r:236c8e6a-f55c6a05 Pharmacy Rm 3105 VAV-3S032 VAV_3S032_Dmp_Open,2020-01-07,2020-01-07 17:53:26,Pharmacy Floor 3,Pharmacy Rm 3105 VAV-3S032,Rm 3105 VAV-3S032,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S032_Dmp_Open,,_,Bool
103,Pharmacy Rm 3300c FC-301 Pharmacy Floor 3 Discharge Fan Run Cmd Pharmacy FCU_301_C,@p:ubcv:r:2391c52a-32739a0b Pharmacy Rm 3300c FC-301 FCU_301_C,2020-01-07,2020-01-07 21:13:33,Pharmacy Floor 3,Pharmacy Rm 3300c FC-301,Rm 3300c FC-301,Discharge Fan Run Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_301_C,,omit,Bool
104,Pharmacy Rm 2101 VAV-2S005 Pharmacy Floor 2 Discharge Air Damper Open Cmd Pharmacy VAV_2S005_Dmp_Open,@p:ubcv:r:2391bba4-ba164d94 Pharmacy Rm 2101 VAV-2S005 VAV_2S005_Dmp_Open,2020-01-07,2020-01-07 21:10:48,Pharmacy Floor 2,Pharmacy Rm 2101 VAV-2S005,Rm 2101 VAV-2S005,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S005_Dmp_Open,,omit,Bool
105,Pharmacy AHU-13 Pharmacy Air Systems AHU13_SF_VFD_COMM_ALRM_GV Pharmacy AHU13_SF_VFD_COMM_ALRM_GV,@p:ubcv:r:236c8ae6-ae773f21 Pharmacy AHU-13 AHU13_SF_VFD_COMM_ALRM_GV,2019-10-23,2019-10-23 19:55:05,Pharmacy Air Systems,Pharmacy AHU-13,AHU-13,AHU13_SF_VFD_COMM_ALRM_GV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU13_SF_VFD_COMM_ALRM_GV,,°C,Bool
106,Pharmacy Rm 2326 VAV-2S014 Pharmacy Floor 2 Discharge Air Damper Open Cmd Pharmacy VAV_2S014_Dmp_Open,@p:ubcv:r:2391c357-fe6457fb Pharmacy Rm 2326 VAV-2S014 VAV_2S014_Dmp_Open,2020-01-07,2020-01-07 20:43:52,Pharmacy Floor 2,Pharmacy Rm 2326 VAV-2S014,Rm 2326 VAV-2S014,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S014_Dmp_Open,,omit,Bool
107,Pharmacy Rm B602 EAV-BS028 Pharmacy Floor 0 Exhaust Air Flow Alarm Pharmacy BS028_EXH_FLOW_AL_BV,@p:ubcv:r:236c89e6-b53e9d40 Pharmacy Rm B602 EAV-BS028 BS028_EXH_FLOW_AL_BV,2019-03-20,2019-03-20 22:25:57,Pharmacy Floor 0,Pharmacy Rm B602 EAV-BS028,Rm B602 EAV-BS028,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS028_EXH_FLOW_AL_BV,,_,Bool
108,Pharmacy LEF-1 Pharmacy Air Systems EF1_LAG_FAN_FAIL_BV Pharmacy EF1_LAG_FAN_FAIL_BV,@p:ubcv:r:236c8a6b-a262d824 Pharmacy LEF-1 EF1_LAG_FAN_FAIL_BV,2019-06-11,2019-06-11 18:12:04,Pharmacy Air Systems,Pharmacy LEF-1,LEF-1,EF1_LAG_FAN_FAIL_BV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF1_LAG_FAN_FAIL_BV,,_,Bool
