,id,ahu,ahuMode,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,boiler,bridgeName,chilled,chiller,close,cmd,co2,condenser,connRef,cool,cooling,coolingTower,cop,count,covTest,cur,curStatus,curVal,current,damper,delta,demand,differential,disMacro,disabled,discharge,effective,efficiency,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,gas,groupRef,heat,heating,heatingMode,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,lim,lowLim,max,min,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,open,outside,perimeterHeat,pharmAHU05_AV_Alarm,pharmAHU10_VAV_DMP,pharmAHU13_VAV_DMP,pharmAHU1415_AV_Alarm,pharmAHU1415_VAV_DMP,pharmAHU1617_AV_ALARM,pharmAHU1617_VAV_DMP,pharmAHU9_VAV_DMP,pharmCT,pharmHWblr,pharmHeatRejCV,pharmSTMblr,pharmSteamBoilers,pharm_LEF_AFLW,pharm_LEF_Power,pharm_SAV_Test,point,pointType,power,preFilter,pressure,primarySide,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,secondarySide,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,static,submeterAdd,tagTableRef,tags,tank,temp,testUnits,tlName,toTag,tz,unit,utilityPoint,valve,vavMode,voltage,volume,water,wifi,wifiId,zone,mod,equipRefclean,groupRefclean,siteRefclean,uniqueId,uniqueId_nounit
2750,@p:ubcv:r:236c89d4-e6721fd3 Pharmacy Heating Plant SBLR-6 PHARM_SB6_HIGH_WATER_ALARM,,,,,,@p:ubcv:r:236bb200-576198cd PHARMA PHARM_Steam_Blr_Router_CP703400 (703400),,TL52,,✓,PHARM_SB6_HIGH_WATER_ALARM,,,,,,,,,@p:ubcv:r:236bb200-576198cd PHARMA PHARM_Steam_Blr_Router_CP703400 (703400),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:2436ad45-739dd2de Pharmacy Heating Plant SBLR-6,✓,,,,,,,@p:ubcv:r:21698198-656d403f Pharmacy Hydronic Systems,,,,,✓,,,,2018-10-30T14:12:01-07:00 Los_Angeles,,,,1.0,2018-10-30T14:12:01-07:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:45:11.63-07:00 Los_Angeles,2018-11-28T16:32:29.858-08:00 Los_Angeles,,,,,,,,PHARM_SB6_HIGH_WATER_ALARM,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,PHARM_SB6_HIGH_WATER_ALARM_TL,,Los_Angeles,,,,,,,,,,,2020-04-30T12:23:25.2Z UTC,Pharmacy Heating Plant SBLR-6,Pharmacy Hydronic Systems,Pharmacy,Pharmacy Heating Plant SBLR-6 Pharmacy Hydronic Systems PHARM_SB6_HIGH_WATER_ALARM Pharmacy PHARM_SB6_HIGH_WATER_ALARM,Pharmacy Heating Plant SBLR-6 Pharmacy Hydronic Systems PHARM_SB6_HIGH_WATER_ALARM Pharmacy PHARM_SB6_HIGH_WATER_ALARM
2751,@p:ubcv:r:236c8e0e-28734010 Pharmacy Windows L4_W_OPW_OPEN,,,,,,@p:ubcv:r:236bb31e-c8550d21 PHARMA PHARM_FCU_404_L4_W_OPW (700425),,TL13,,✓,L4_W_OPW_OPEN,,,,,,,,,@p:ubcv:r:236bb31e-c8550d21 PHARMA PHARM_FCU_404_L4_W_OPW (700425),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:2436ad48-901fa999 Pharmacy Windows,✓,,,,,,,@p:ubcv:r:24353a1e-d9a2c42d Pharmacy Floor 4,,,,,✓,,,,2020-04-08T19:47:04-07:00 Los_Angeles,,,,318.0,2019-01-24T14:37:14-08:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:48:43.464-07:00 Los_Angeles,2018-11-28T16:32:46.98-08:00 Los_Angeles,,,,,,,,L4_W_OPW_OPEN,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,L4_W_OPW_OPEN_TL,,Los_Angeles,,,,,,,,,,,2020-04-09T19:16:26.375Z UTC,Pharmacy Windows,Pharmacy Floor 4,Pharmacy,Pharmacy Windows Pharmacy Floor 4 L4_W_OPW_OPEN Pharmacy L4_W_OPW_OPEN,Pharmacy Windows Pharmacy Floor 4 L4_W_OPW_OPEN Pharmacy L4_W_OPW_OPEN
2765,@p:ubcv:r:236c8a6c-45a9aa44 Pharmacy LEF-1 EF-1A EF1_F1_ENAB,,,,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,TL24,,✓,EF1_F1_ENAB,,,,,,✓,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,✓,,,"Off,On",,@p:ubcv:r:24354340-7bd4827f Pharmacy LEF-1 EF-1A,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-01-08T11:09:10-08:00 Los_Angeles,,,,29.0,2018-11-18T22:27:21-08:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:45:16.564-07:00 Los_Angeles,2018-11-28T16:32:37.915-08:00 Los_Angeles,,,,,,,,Exhaust Fan Enable Cmd,,BO1301,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:24423bb9-3d9df396 (.+_)?EF_?\d+?_(F\d_)?ENAB(_TL)?,,,,,EF1_F1_ENAB_TL,,Los_Angeles,,,,,,,,,,,2020-04-09T19:16:26.378Z UTC,Pharmacy LEF-1 EF-1A,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-1 EF-1A Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF1_F1_ENAB,Pharmacy LEF-1 EF-1A Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF1_F1_ENAB
2846,@p:ubcv:r:24ed9fe8-e374b07a Pharmacy Unsorted Points AHU8_SCH(DAY),,,,,,"@p:ubcv:r:209d3409-5943c5d2 Pharmacy AHU-3~6,8 (700300)",SCH7,,,✓,AHU8_SCH(DAY),,,,,,,,,"@p:ubcv:r:209d3409-5943c5d2 Pharmacy AHU-3~6,8 (700300)",,,,,,,,unknown,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,2019-08-21T08:45:00-07:00 Los_Angeles,,,,247.0,2019-08-19T11:21:00-07:00 Los_Angeles,,,,,Number,,,,,,,,,,Scheduled Occupancy,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,✓,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,,,Los_Angeles,,,,,,,,,,,2020-03-07T13:04:58.641Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points Scheduled Occupancy Pharmacy AHU8_SCH(DAY),Pharmacy Unsorted Points Pharmacy Unsorted Points Scheduled Occupancy Pharmacy AHU8_SCH(DAY)
2861,@p:ubcv:r:236c8a6c-73c99bc0 Pharmacy LEF-1 EF-1C EF1_F3_SPD,,,✓,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,TL314,,✓,EF1_F3_SPD,,,,,,✓,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354341-2f4e843b Pharmacy LEF-1 EF-1C,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:45:00-07:00 Los_Angeles,,,,52097.0,2018-10-29T09:00:00-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:18.02-07:00 Los_Angeles,2018-11-28T16:32:36.039-08:00 Los_Angeles,,,,,,,,Exhaust Fan Speed Cmd,,AO2403,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,✓,,,,,,@p:ubcv:r:245ce733-3ddc740a (.+_)?EF\d_F\d_SPD(_CMD)?(_TL)?,,,,,EF1_F3_SPD_CMD_POLL_TL,,Los_Angeles,%,,,,,,,,,,2020-04-09T19:02:33.842Z UTC,Pharmacy LEF-1 EF-1C,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-1 EF-1C Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF1_F3_SPD%,Pharmacy LEF-1 EF-1C Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF1_F3_SPD%
2890,@p:ubcv:r:236c9002-16d2fe30 Pharmacy Unsorted Points LTG_RLY5,,,,,,@p:ubcv:r:236bb268-863b2f88 Pharmacy PHARM_BSMNT_LTG_B104 (700105),,TL5,,✓,LTG_RLY5,,,,,,,,,@p:ubcv:r:236bb268-863b2f88 Pharmacy PHARM_BSMNT_LTG_B104 (700105),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,,,,,,,ok,,,,Bool,2020-06-05T08:49:50.694-07:00 Los_Angeles,2018-11-28T16:32:36.122-08:00 Los_Angeles,,,,,,,,LTG_RLY5,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,LTG_RLY5_TL,,Los_Angeles,,,,,,,,,,,2020-04-08T23:17:36.837Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY5 Pharmacy LTG_RLY5,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY5 Pharmacy LTG_RLY5
2995,@p:ubcv:r:236c8fd5-74edaba7 Pharmacy AHU-08 AHU8_AVG_RT,,,✓,,✓,"@p:ubcv:r:209d3409-5943c5d2 Pharmacy AHU-3~6,8 (700300)",,TL80,,✓,AHU8_AVG_RT,,,,,,,,,"@p:ubcv:r:209d3409-5943c5d2 Pharmacy AHU-3~6,8 (700300)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:243524f2-e8bb746c Pharmacy AHU-08,✓,,,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-04-28T11:13:56-07:00 Los_Angeles,,,,180.0,2018-10-27T08:03:43-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:17.093-07:00 Los_Angeles,2020-04-08T11:37:14.597-07:00 Los_Angeles,,,,,,,,Zone Temp,,AV72,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,,,✓,,AHU8_RT1_TL,,Los_Angeles,°C,,,,,,,,,✓,2020-04-09T19:02:30.696Z UTC,Pharmacy AHU-08,Pharmacy Air Systems,Pharmacy,Pharmacy AHU-08 Pharmacy Air Systems Zone Temp Pharmacy AHU8_AVG_RT°C,Pharmacy AHU-08 Pharmacy Air Systems Zone Temp Pharmacy AHU8_AVG_RT°C
3008,@p:ubcv:r:236c8a6c-c183dc0b Pharmacy LEF-1 EF-1B EF1_F2_ENAB,,,,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,TL301,,✓,EF1_F2_ENAB,,,,,,✓,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,✓,,,,,@p:ubcv:r:24354341-2df19d70 Pharmacy LEF-1 EF-1B,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:44:05-07:00 Los_Angeles,,,,51619.0,2018-10-29T08:08:34-07:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:45:17.492-07:00 Los_Angeles,2018-11-28T16:32:39.334-08:00 Los_Angeles,,,,,,,,Exhaust Fan Enable Cmd,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:24423bb9-3d9df396 (.+_)?EF_?\d+?_(F\d_)?ENAB(_TL)?,,,,,EF1_F2_ENAB_POLL_TL,,Los_Angeles,,,,,,,,,,,2020-04-09T19:16:26.486Z UTC,Pharmacy LEF-1 EF-1B,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-1 EF-1B Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF1_F2_ENAB,Pharmacy LEF-1 EF-1B Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF1_F2_ENAB
3020,@p:ubcv:r:236c8ae6-32d59b37 Pharmacy LEF-4 EF-4B EF4_F2_SPD,,,✓,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,TL209,,✓,EF4_F2_SPD,,,,,,✓,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354342-f4eb515a Pharmacy LEF-4 EF-4B,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:45:00-07:00 Los_Angeles,,,,55975.0,2018-10-29T08:00:00-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:46:32.968-07:00 Los_Angeles,2018-11-28T16:32:34.557-08:00 Los_Angeles,,,,,,,,Exhaust Fan Speed Cmd,,AO2403,,,,,,,,,,,,,,,,,,,,,,,,✓,✓,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,✓,,,,,,@p:ubcv:r:245ce733-3ddc740a (.+_)?EF\d_F\d_SPD(_CMD)?(_TL)?,,,,,EF4_F2_SPD_CMD_POLL_TL,,Los_Angeles,%,,,,,,,,,,2020-04-09T19:02:31.456Z UTC,Pharmacy LEF-4 EF-4B,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-4 EF-4B Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF4_F2_SPD%,Pharmacy LEF-4 EF-4B Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF4_F2_SPD%
3038,@p:ubcv:r:236c89d6-ed826dc0 Pharmacy Rm 5206 EAV-5E036 5E036_VLV_FLOW_FDBK_AV,,,✓,,,@p:ubcv:r:236bb200-c61ba5ec PHARMA PHARM_L4~L6_LAB_TLOG2 Manager (703200),,TL9,,✓,5E036_VLV_FLOW_FDBK_AV,,,,,,,,,@p:ubcv:r:236bb200-c61ba5ec PHARMA PHARM_L4~L6_LAB_TLOG2 Manager (703200),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:2437f94d-a1aea4b6 Pharmacy Rm 5206 EAV-5E036,✓,✓,,,,✓,,@p:ubcv:r:24353a1f-3e4e6d88 Pharmacy Floor 5,,,,,✓,,,,2020-06-05T08:45:00-07:00 Los_Angeles,,,,56119.0,2018-10-29T08:45:00-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:55:11.964-07:00 Los_Angeles,2018-11-28T16:32:45.007-08:00 Los_Angeles,,,,,,,,Exhaust Air Flow,,AV9,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:245b883e-99bf586f (\d|B)E\d+_(.+_)?FLOW_FDBK(_AV)?(_TL)?,,,,,5E036_VLV_FLOW_FDBK_TL,,Los_Angeles,L/s,,,,,,,,,,2020-04-09T19:02:36.441Z UTC,Pharmacy Rm 5206 EAV-5E036,Pharmacy Floor 5,Pharmacy,Pharmacy Rm 5206 EAV-5E036 Pharmacy Floor 5 Exhaust Air Flow Pharmacy 5E036_VLV_FLOW_FDBK_AVL/s,Pharmacy Rm 5206 EAV-5E036 Pharmacy Floor 5 Exhaust Air Flow Pharmacy 5E036_VLV_FLOW_FDBK_AVL/s
3049,@p:ubcv:r:236c89f1-671e96f9 Pharmacy Rm 6206 EAV-6E026 6E026_VLV_FLOW_FDBK_AV,,,✓,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,TL357,,✓,6E026_VLV_FLOW_FDBK_AV,,,,,,,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:2437f950-c97a479d Pharmacy Rm 6206 EAV-6E026,✓,✓,,,,✓,,@p:ubcv:r:24353a2d-1dc5b578 Pharmacy Floor 6,,,,,✓,,,,2020-06-05T08:00:00-07:00 Los_Angeles,,,,14108.0,2018-10-26T11:00:00-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:17.243-07:00 Los_Angeles,2018-11-28T16:32:46.048-08:00 Los_Angeles,,,,,,,,Exhaust Air Flow,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:245b883e-99bf586f (\d|B)E\d+_(.+_)?FLOW_FDBK(_AV)?(_TL)?,,,,,6E026_VLV_FLOW_FDBK_TL,,Los_Angeles,L/s,,,,,,,,,,2020-04-09T19:02:35.668Z UTC,Pharmacy Rm 6206 EAV-6E026,Pharmacy Floor 6,Pharmacy,Pharmacy Rm 6206 EAV-6E026 Pharmacy Floor 6 Exhaust Air Flow Pharmacy 6E026_VLV_FLOW_FDBK_AVL/s,Pharmacy Rm 6206 EAV-6E026 Pharmacy Floor 6 Exhaust Air Flow Pharmacy 6E026_VLV_FLOW_FDBK_AVL/s
3126,@p:ubcv:r:236c8a57-a1dbd408 Pharmacy Heating Plant SBLR-3 PHARM_SB3_ALM,,,,✓,,"@p:ubcv:r:236bb200-54317492 PHARMA PHARM_SB3~6,EF2,SMOKE_EF14~16 (701600)",,TL315,,✓,PHARM_SB3_ALM,✓,,,,,,,,"@p:ubcv:r:236bb200-54317492 PHARMA PHARM_SB3~6,EF2,SMOKE_EF14~16 (701600)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,"OFF,ON",,@p:ubcv:r:2436ad45-2a8263a3 Pharmacy Heating Plant SBLR-3,✓,,,,,,,@p:ubcv:r:21698198-656d403f Pharmacy Hydronic Systems,,,,,✓,,,,2020-05-29T07:13:22-07:00 Los_Angeles,,,,81.0,2018-10-26T19:51:02-07:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:51:53.476-07:00 Los_Angeles,2018-11-28T16:32:38.824-08:00 Los_Angeles,,,,,,,,Alarm,,BV303,,,,,,,,,,,,,,,,,,,✓,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:24e5eeff-534ef31c .+B\d_ALM(_TL)?,,,,,PHARM_SB3_ALM_TL,,Los_Angeles,,,,,,,,,,,2020-04-09T19:16:26.526Z UTC,Pharmacy Heating Plant SBLR-3,Pharmacy Hydronic Systems,Pharmacy,Pharmacy Heating Plant SBLR-3 Pharmacy Hydronic Systems Alarm Pharmacy PHARM_SB3_ALM,Pharmacy Heating Plant SBLR-3 Pharmacy Hydronic Systems Alarm Pharmacy PHARM_SB3_ALM
3174,@p:ubcv:r:236c89f1-fe876b5e Pharmacy Rm 6206 EAV-6E040 6E040_VLV_FLOW_FDBK_AV,,,✓,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,TL358,,✓,6E040_VLV_FLOW_FDBK_AV,,,,,,,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:2437f950-5f2f5d16 Pharmacy Rm 6206 EAV-6E040,✓,✓,,,,✓,,@p:ubcv:r:24353a2d-1dc5b578 Pharmacy Floor 6,,,,,✓,,,,2020-06-05T08:00:00-07:00 Los_Angeles,,,,14108.0,2018-10-26T11:00:00-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:17.409-07:00 Los_Angeles,2018-11-28T16:32:31.144-08:00 Los_Angeles,,,,,,,,Exhaust Air Flow,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:245b883e-99bf586f (\d|B)E\d+_(.+_)?FLOW_FDBK(_AV)?(_TL)?,,,,,6E040_VLV_FLOW_FDBK_TL,,Los_Angeles,L/s,,,,,,,,,,2020-04-09T19:02:35.784Z UTC,Pharmacy Rm 6206 EAV-6E040,Pharmacy Floor 6,Pharmacy,Pharmacy Rm 6206 EAV-6E040 Pharmacy Floor 6 Exhaust Air Flow Pharmacy 6E040_VLV_FLOW_FDBK_AVL/s,Pharmacy Rm 6206 EAV-6E040 Pharmacy Floor 6 Exhaust Air Flow Pharmacy 6E040_VLV_FLOW_FDBK_AVL/s
3251,@p:ubcv:r:236c8ab6-b2a39031 Pharmacy LEF-3 EF-3A EF3_F1_SPD,,,✓,,,"@p:ubcv:r:236bb200-6dadd630 PHARMA PHARM_AHU14_15,EF3,SB1~2 (700900)",,TL8,,✓,EF3_F1_SPD,,,,,,✓,,,"@p:ubcv:r:236bb200-6dadd630 PHARMA PHARM_AHU14_15,EF3,SB1~2 (700900)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354342-6a96ce5b Pharmacy LEF-3 EF-3A,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-04T09:36:12-07:00 Los_Angeles,,,,164.0,2018-11-16T10:01:41-08:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:16.552-07:00 Los_Angeles,2018-11-28T16:32:54.184-08:00 Los_Angeles,,,,,,,,Exhaust Fan Speed Cmd,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,✓,,,,,,@p:ubcv:r:245ce733-3ddc740a (.+_)?EF\d_F\d_SPD(_CMD)?(_TL)?,,,,,EF3_F1_SPD_TL,,Los_Angeles,%,,,,,,,,,,2020-05-02T12:14:30.87Z UTC,Pharmacy LEF-3 EF-3A,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-3 EF-3A Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF3_F1_SPD%,Pharmacy LEF-3 EF-3A Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF3_F1_SPD%
3282,@p:ubcv:r:236c89f0-ed2a436f Pharmacy Rm 5206 EAV-5E069 5E069_VLV_FLOW_FDBK_AV,,,✓,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,TL232,,✓,5E069_VLV_FLOW_FDBK_AV,,,,,,,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:2437f94f-a87699d3 Pharmacy Rm 5206 EAV-5E069,✓,✓,,,,✓,,@p:ubcv:r:24353a1f-3e4e6d88 Pharmacy Floor 5,,,,,✓,,,,2020-06-05T08:38:59-07:00 Los_Angeles,,,,56256.0,2018-10-28T07:00:23-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:20.453-07:00 Los_Angeles,2018-11-28T16:32:38.279-08:00 Los_Angeles,,,,,,,,Exhaust Air Flow,,AV232,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:245b883e-99bf586f (\d|B)E\d+_(.+_)?FLOW_FDBK(_AV)?(_TL)?,,,,,5E069_VLV_FLOW_FDBK_AV_TL,,Los_Angeles,L/s,,,,,,,,,,2020-04-09T19:02:35.877Z UTC,Pharmacy Rm 5206 EAV-5E069,Pharmacy Floor 5,Pharmacy,Pharmacy Rm 5206 EAV-5E069 Pharmacy Floor 5 Exhaust Air Flow Pharmacy 5E069_VLV_FLOW_FDBK_AVL/s,Pharmacy Rm 5206 EAV-5E069 Pharmacy Floor 5 Exhaust Air Flow Pharmacy 5E069_VLV_FLOW_FDBK_AVL/s
3285,@p:ubcv:r:236c89f0-8f92e9e8 Pharmacy Rm 6206 EAV-6E022 6E022_VLV_FLOW_FDBK_AV,,,✓,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,TL245,,✓,6E022_VLV_FLOW_FDBK_AV,,,,,,,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:2437f950-034cc38c Pharmacy Rm 6206 EAV-6E022,✓,✓,,,,✓,,@p:ubcv:r:24353a2d-1dc5b578 Pharmacy Floor 6,,,,,✓,,,,2020-06-05T08:38:59-07:00 Los_Angeles,,,,56256.0,2018-10-28T07:00:23-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:20.458-07:00 Los_Angeles,2018-11-28T16:32:39.267-08:00 Los_Angeles,,,,,,,,Exhaust Air Flow,,AV245,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:245b883e-99bf586f (\d|B)E\d+_(.+_)?FLOW_FDBK(_AV)?(_TL)?,,,,,6E022_VLV_FLOW_FDBK_AV_TL,,Los_Angeles,L/s,,,,,,,,,,2020-04-09T19:02:35.878Z UTC,Pharmacy Rm 6206 EAV-6E022,Pharmacy Floor 6,Pharmacy,Pharmacy Rm 6206 EAV-6E022 Pharmacy Floor 6 Exhaust Air Flow Pharmacy 6E022_VLV_FLOW_FDBK_AVL/s,Pharmacy Rm 6206 EAV-6E022 Pharmacy Floor 6 Exhaust Air Flow Pharmacy 6E022_VLV_FLOW_FDBK_AVL/s
