,index,id,groupRefclean,equipRefclean,siteRef,navName_x,bmsName,unit_x,kind,0
91,116,@p:ubcv:r:236c9051-b0aacf88 Pharmacy Water Submeters WM-6 MV_PHARM_WM6_MAIN_CHW_FLOW_TL,Pharmacy Utilities,Pharmacy Water Submeters WM-6,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Water Flow,MV_PHARM_WM6_MAIN_CHW_FLOW_TL,L/s,Number,
92,117,@p:ubcv:r:2391c465-d68da185 Pharmacy Rm 2335 VAV-2S016 VAV_2S016_HCV,Pharmacy Floor 2,Pharmacy Rm 2335 VAV-2S016,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,VAV_2S016_HCV,%,Number,
93,118,@p:ubcv:r:2391c91b-31785e16 Pharmacy Rm 4525 RAD-4-06 RZ4_06_SLAB_T2,Pharmacy Floor 4,Pharmacy Rm 4525 RAD-4-06,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ4_06_SLAB_T2,°C,Number,
94,119,@p:ubcv:r:236c8a41-23711fd6 Pharmacy Rm B411 EAV-BS007 BS007_OCC_TEMP_SP,Pharmacy Floor 0,Pharmacy Rm B411 EAV-BS007,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Occupied Sp,BS007_OCC_TEMP_SP,°C,Number,
95,120,@p:ubcv:r:236c8a03-398410c3 Pharmacy Rm 5202 EAV-5E065 5E065_JAM_ALARM_BV,Pharmacy Floor 5,Pharmacy Rm 5202 EAV-5E065,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,5E065_JAM_ALARM_BV,,Bool,
96,123,@p:ubcv:r:2391bf6f-0625b3ab Pharmacy FC-B12 FCU_B12_CCV,Pharmacy Floor 0,Pharmacy FC-B12,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Cooling Valve Cmd,FCU_B12_CCV,%,Number,
97,124,@p:ubcv:r:2391c894-556bd7fa Pharmacy Rm 4503 RAD-4-01 RZ4_01_RT,Pharmacy Floor 4,Pharmacy Rm 4503 RAD-4-01,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ4_01_RT,°C,Number,
98,125,@p:ubcv:r:2391c9ed-d8c7287b Pharmacy Rm 5501 VAV-5S069 VAV_5S069_RT_AV,Pharmacy Floor 5,Pharmacy Rm 5501 VAV-5S069,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,VAV_5S069_RT_AV,°C,Number,
99,126,@p:ubcv:r:2391c58a-0bd779d2 Pharmacy Rm 3340b VAV-3S041 VAV_3S041_DMP,Pharmacy Floor 3,Pharmacy Rm 3340b VAV-3S041,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Damper Cmd,VAV_3S041_DMP,%,Number,
100,127,@p:ubcv:r:236c89db-9c31f9a6 Pharmacy Rm B604 EAV-BS039 BS039_SAT,Pharmacy Floor 0,Pharmacy Rm B604 EAV-BS039,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Temp,BS039_SAT,°C,Number,
101,128,@p:ubcv:r:236c8a40-0dcbe44d Pharmacy Rm B407b EAV-BS061 BS061_AVG_ROOM_RT,Pharmacy Floor 0,Pharmacy Rm B407b EAV-BS061,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,BS061_AVG_ROOM_RT,°C,Number,
102,129,@p:ubcv:r:2391bb8b-86b4922e Pharmacy Rm 2101 VAV-2S026 VAV_2S026_RT_AV,Pharmacy Floor 2,Pharmacy Rm 2101 VAV-2S026,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,VAV_2S026_RT_AV,°C,Number,
103,130,@p:ubcv:r:236c8a40-edd340e6 Pharmacy B405c VAV-BE010 BS009_PRIMARY_ACH_SP,Pharmacy Floor 0,Pharmacy B405c VAV-BE010,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS009_PRIMARY_ACH_SP,BS009_PRIMARY_ACH_SP,_,Number,
104,131,@p:ubcv:r:236c8ae7-53bf90de Pharmacy AHU-13 AHU13_HWRT,Pharmacy Air Systems,Pharmacy AHU-13,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Hot Water Temp,AHU13_HWRT,°C,Number,
105,132,@p:ubcv:r:2391c26c-47b9e4e1 Pharmacy Rm 2356 VAV-2S011 VAV_2S011_RT_SP,Pharmacy Floor 2,Pharmacy Rm 2356 VAV-2S011,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,VAV_2S011_RT_SP,°C,Number,
106,133,@p:ubcv:r:236c8a99-82c7c225 Pharmacy AHU-09 AHU9_MAT_SP,Pharmacy Air Systems,Pharmacy AHU-09,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Mixed Air Temp Sp,AHU9_MAT_SP,°C,Number,
107,134,@p:ubcv:r:236c89f1-67793404 Pharmacy Rm 4312a VAV-4S035 4S035_AVG_SPACE_TEMP_AV,Pharmacy Floor 4,Pharmacy Rm 4312a VAV-4S035,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,4S035_AVG_SPACE_TEMP_AV,°C,Number,
108,135,@p:ubcv:r:236c89f0-e07f0f88 Pharmacy Rm 6400a VAV-6S053 6S053_AVG_SPACE_TEMP_AV,Pharmacy Floor 6,Pharmacy Rm 6400a VAV-6S053,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,6S053_AVG_SPACE_TEMP_AV,°C,Number,
109,136,@p:ubcv:r:236c89db-a57e2299 Pharmacy Rm B403 EAV-BS003 BS003_ROOM_DIFF_AFLW,Pharmacy Floor 0,Pharmacy Rm B403 EAV-BS003,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS003_ROOM_DIFF_AFLW,BS003_ROOM_DIFF_AFLW,L/s,Number,
110,138,@p:ubcv:r:236c8cd4-97ae2fd4 Pharmacy Rm 5110 RAD-5-07 RZ5_07_HWRT,Pharmacy Floor 5,Pharmacy Rm 5110 RAD-5-07,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Hot Water Temp,RZ5_07_HWRT,°C,Number,
111,139,@p:ubcv:r:236c89f7-102062f7 Pharmacy Rm 5302 VAV-5S057 5S057_5E024_EXH_JAM_ALARM_BV,Pharmacy Floor 5,Pharmacy Rm 5302 VAV-5S057,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow Alarm,5S057_5E024_EXH_JAM_ALARM_BV,,Bool,
112,141,@p:ubcv:r:236c8a84-4bf863a6 Pharmacy Unsorted Points BP_PUMP_STATUS,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Pump Run Status,BP_PUMP_STATUS,,Bool,
113,142,@p:ubcv:r:236c8fec-498401fc Pharmacy CRAH System CRAH-3 CRAH3_RAT,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-3,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Return Air Temp,CRAH3_RAT,°C,Number,
114,143,@p:ubcv:r:2391cb3f-4f6dc9d6 Pharmacy Rm 6304 FC-614 FCU_614_S,Pharmacy Floor 6,Pharmacy Rm 6304 FC-614,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Fan Run ,FCU_614_S,A,Number,
115,144,@p:ubcv:r:2391cb7f-29d0cb0d Pharmacy FC-R05 FCU_R05_NSB_CLG_BV,Pharmacy Roof,Pharmacy FC-R05,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_R05_NSB_CLG_BV,FCU_R05_NSB_CLG_BV,,Bool,
116,145,@p:ubcv:r:236c89f1-108d951e Pharmacy Rm 5202 EAV-5E048 5E048_SASH_OPEN_PERCENT,Pharmacy Floor 5,Pharmacy Rm 5202 EAV-5E048,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5E048_SASH_OPEN_PERCENT,5E048_SASH_OPEN_PERCENT,%,Number,
117,146,@p:ubcv:r:236c8fd5-9ec308d3 Pharmacy AHU-05 AHU5_CHWRT,Pharmacy Air Systems,Pharmacy AHU-05,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Chilled Water Temp,AHU5_CHWRT,°C,Number,
118,147,@p:ubcv:r:236c8a03-00b1a02b Pharmacy Rm 5202 VAV-5S038 5S038_JAM_ALARM_BV,Pharmacy Floor 5,Pharmacy Rm 5202 VAV-5S038,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,5S038_JAM_ALARM_BV,,Bool,
119,148,@p:ubcv:r:2391cb0f-0b3c1d39 Pharmacy Rm 6520 RAD-6-05 RZ6_05_HCV,Pharmacy Floor 6,Pharmacy Rm 6520 RAD-6-05,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,RZ6_05_HCV,%,Number,
120,152,@p:ubcv:r:236c8a6c-87af183c Pharmacy LEF-1 EF1_HR_INLET_T,Pharmacy Air Systems,Pharmacy LEF-1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Temp,EF1_HR_INLET_T,°C,Number,
121,153,@p:ubcv:r:236c8dd2-2820be77 Pharmacy Rm 4124 RAD-4-15 RZ4_15_RT_SP,Pharmacy Floor 4,Pharmacy Rm 4124 RAD-4-15,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,RZ4_15_RT_SP,°C,Number,
122,154,@p:ubcv:r:236c89db-ea891be8 Pharmacy Rm B406b EAV-BS074 BS074_PRIMARY_ACH,Pharmacy Floor 0,Pharmacy Rm B406b EAV-BS074,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS074_PRIMARY_ACH,BS074_PRIMARY_ACH,_,Number,
123,155,@p:ubcv:r:2391c85f-3817c10a Pharmacy Rm 4317 RAD-4-16 RZ4_16_RT_SP,Pharmacy Floor 4,Pharmacy Rm 4317 RAD-4-16,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,RZ4_16_RT_SP,°C,Number,
124,156,@p:ubcv:r:236c8a38-b60a4913 Pharmacy Elec Submeters LEED-LV-DCB LV-DCB_CurrentB_TL,Pharmacy Utilities,Pharmacy Elec Submeters LEED-LV-DCB,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Current B,LV-DCB_CurrentB_TL,A,Number,
125,157,@p:ubcv:r:2391c9dc-9a52c715 Pharmacy Rm Corr FC-507 FCU_507_S,Pharmacy Floor 5,Pharmacy Rm Corr FC-507,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Fan Run ,FCU_507_S,A,Number,
126,159,@p:ubcv:r:236c8ab6-40e6834d Pharmacy AHU-15 AHU15_HILIM_PRES_SP,Pharmacy Air Systems,Pharmacy AHU-15,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Max Pressure Sp,AHU15_HILIM_PRES_SP,Pa,Number,
127,160,@p:ubcv:r:2391c3a9-526d8031 Pharmacy Rm 2305 VAV-2S003 VAV_2S003_RT_AV,Pharmacy Floor 2,Pharmacy Rm 2305 VAV-2S003,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,VAV_2S003_RT_AV,°C,Number,
128,162,@p:ubcv:r:236c8a1d-ec020798 Pharmacy Elec Submeters LEED-6SRMC1 6SRMC1_EnergyPosSum,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6SRMC1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6SRMC1_EnergyPosSum,6SRMC1_EnergyPosSum,kWh,Number,
129,164,@p:ubcv:r:236c89f9-a4a6b326 Pharmacy Rm 4103f VAV-4S029 4S029_SUP_JAM_ALARM_BV,Pharmacy Floor 4,Pharmacy Rm 4103f VAV-4S029,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow Alarm,4S029_SUP_JAM_ALARM_BV,,Bool,
130,165,@p:ubcv:r:236c8e0e-d9f1fdeb Pharmacy Rm Corr FC-404 FCU_404_CCV,Pharmacy Floor 4,Pharmacy Rm Corr FC-404,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Cooling Valve Cmd,FCU_404_CCV,%,Number,
131,167,@p:ubcv:r:236c8a1e-62850d03 Pharmacy Elec Submeters LEED-6N4LE1 6N4LE1_EnergyPosSumNR,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6N4LE1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6N4LE1_EnergyPosSumNR,6N4LE1_EnergyPosSumNR,kWh,Number,
132,168,@p:ubcv:r:236c8f85-813da7d5 Pharmacy Rm 3120 VAV-3S020 VAV_3S020_RT_AV,Pharmacy Floor 3,Pharmacy Rm 3120 VAV-3S020,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,VAV_3S020_RT_AV,°C,Number,
133,169,@p:ubcv:r:236c8a6b-f3641b8c Pharmacy AHU-17 AHU17_PRES_SP,Pharmacy Air Systems,Pharmacy AHU-17,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Pressure Sp,AHU17_PRES_SP,Pa,Number,
134,170,@p:ubcv:r:236c8d88-6dfa44af Pharmacy Rm 4114 RAD-4-13 RZ4_13_HWRT_HILIM_SP,Pharmacy Floor 4,Pharmacy Rm 4114 RAD-4-13,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Hot Water Temp Max Sp,RZ4_13_HWRT_HILIM_SP,°C,Number,
135,171,@p:ubcv:r:236c89f1-a13f35a9 Pharmacy Rm 5302 VAV-5S062 5S062_AVG_SPACE_TEMP_AV,Pharmacy Floor 5,Pharmacy Rm 5302 VAV-5S062,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,5S062_AVG_SPACE_TEMP_AV,°C,Number,
136,172,@p:ubcv:r:236c8acc-286a1ca0 Pharmacy Water Submeters WM-5 WM5_HTG_EXP_DAY,Pharmacy Utilities,Pharmacy Water Submeters WM-5,@p:ubcv:r:20545206-9300bfc5 Pharmacy,WM5_HTG_EXP_DAY,WM5_HTG_EXP_DAY,L,Number,
137,173,@p:ubcv:r:264326c3-cd9f7744 Pharmacy Elec Submeters DCB Energy,Pharmacy Utilities,Pharmacy Elec Submeters DCB,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Energy,,kWh,Number,
138,174,@p:ubcv:r:236c8ebd-beb17863 Pharmacy Rm 3103 VAV-3S027 VAV_3S027_DMP,Pharmacy Floor 3,Pharmacy Rm 3103 VAV-3S027,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Damper Cmd,VAV_3S027_DMP,%,Number,
139,175,@p:ubcv:r:236c8b1b-ab6c1659 Pharmacy Unsorted Points N2_MANIFOLD_VEST6101_AL,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,N2_MANIFOLD_VEST6101_AL,N2_MANIFOLD_VEST6101_AL,,Bool,
140,176,@p:ubcv:r:2391c7ba-86cb291c Pharmacy Unsorted Points O2_4211A_LO_O2_BV,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,O2_4211A_LO_O2_BV,O2_4211A_LO_O2_BV,,Bool,
141,178,@p:ubcv:r:236c8f6e-0d11850a Pharmacy Rm 3120 RAD-3-09 RZ3_09_RT_AV,Pharmacy Floor 3,Pharmacy Rm 3120 RAD-3-09,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ3_09_RT_AV,°C,Number,
142,179,@p:ubcv:r:236c89db-3f69bbd0 Pharmacy Rm B606b EAV-BS053 BS053_ROOM_DIFF_AFLW,Pharmacy Floor 0,Pharmacy Rm B606b EAV-BS053,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS053_ROOM_DIFF_AFLW,BS053_ROOM_DIFF_AFLW,L/s,Number,
143,180,@p:ubcv:r:236c8cd4-039c6e10 Pharmacy Rm 5114 RAD-5-08 RZ5_08_SLAB_T1,Pharmacy Floor 5,Pharmacy Rm 5114 RAD-5-08,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ5_08_SLAB_T1,°C,Number,
144,181,@p:ubcv:r:236c8a09-0086e3c5 Pharmacy Unsorted Points CHRLR1_S,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHRLR1_S,CHRLR1_S,,Bool,
145,182,@p:ubcv:r:236c89f0-39615a1e Pharmacy Rm 5202 EAV-5E047 5E047_VLV_FLOW_FDBK_AV,Pharmacy Floor 5,Pharmacy Rm 5202 EAV-5E047,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow,5E047_VLV_FLOW_FDBK_AV,L/s,Number,
146,184,@p:ubcv:r:2391bc64-cc13d2f0 Pharmacy Rm Corr FC-310 FCU_310_S,Pharmacy Floor 3,Pharmacy Rm Corr FC-310,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Fan Run ,FCU_310_S,A,Number,
147,185,@p:ubcv:r:236c8a4d-db47d5ff Pharmacy Rm B710a EAV-BS056 BS056_SUP_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B710a EAV-BS056,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BS056_SUP_JAM_AL_BV,,Bool,
148,186,@p:ubcv:r:236c8a4c-3b0c1338 Pharmacy Rm B722 EAV-BS098 BS098_EXH_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B722 EAV-BS098,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BS098_EXH_JAM_AL_BV,,Bool,
149,190,@p:ubcv:r:236c8c5b-1d168208 Pharmacy Rm 5122 RAD-5-09 RZ5_09_SLAB_T2,Pharmacy Floor 5,Pharmacy Rm 5122 RAD-5-09,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ5_09_SLAB_T2,°C,Number,
150,192,@p:ubcv:r:2391b78c-ffcbe7d8 Pharmacy Unsorted Points FCU_CAFE_C,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_CAFE_C,FCU_CAFE_C,,Bool,
151,193,@p:ubcv:r:236c8a4d-a604ab7d Pharmacy EAV-BE100 BE100_EXH_JAM_AL_BV,Pharmacy Floor 0,Pharmacy EAV-BE100,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BE100_EXH_JAM_AL_BV,,Bool,
152,195,@p:ubcv:r:236c8feb-484c3c98 Pharmacy HW Submeters FM-11 FM11_BTU_P8AB_FLOW(L/S),Pharmacy Utilities,Pharmacy HW Submeters FM-11,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Water Flow,FM11_BTU_P8AB_FLOW(L/S),L/s,Number,
153,196,@p:ubcv:r:2391bf06-7c1b9e50 Pharmacy FC-R01 FCU_R01_C,Pharmacy Roof,Pharmacy FC-R01,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Fan Run Cmd,FCU_R01_C,,Bool,
154,197,@p:ubcv:r:2391bfa9-7c88464d Pharmacy EF-B01 EF_B01_RT(INTERSTICE_VAV)MUX,Pharmacy Air Systems,Pharmacy EF-B01,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF_B01_RT(INTERSTICE_VAV)MUX,EF_B01_RT(INTERSTICE_VAV)MUX,°C,Number,
155,201,@p:ubcv:r:2391c67d-0b1e0a6f Pharmacy Rm 3302 VAV-3S042 VAV_3S042_DP,Pharmacy Floor 3,Pharmacy Rm 3302 VAV-3S042,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_3S042_DP,Pa,Number,
156,202,@p:ubcv:r:236c8a57-111a353d Pharmacy Water Submeters WM-12 WM12_SB4_5_ACCUM_DAY,Pharmacy Utilities,Pharmacy Water Submeters WM-12,@p:ubcv:r:20545206-9300bfc5 Pharmacy,WM12_SB4_5_ACCUM_DAY,WM12_SB4_5_ACCUM_DAY,L,Number,
157,203,@p:ubcv:r:226cf1e9-eb84ee83 Pharmacy Cooling Plant Chiller System CHLR_CHW_VLV_REF_ADJ_TL,Pharmacy Hydronic Systems,Pharmacy Cooling Plant Chiller System,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHLR_CHW_VLV_REF_ADJ_TL,CHLR_CHW_VLV_REF_ADJ_TL,_,Number,
158,204,@p:ubcv:r:236c89f1-ae6c8f22 Pharmacy Rm 5206d VAV-5S022 5S022_AVG_SPACE_TEMP_AV,Pharmacy Floor 5,Pharmacy Rm 5206d VAV-5S022,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,5S022_AVG_SPACE_TEMP_AV,°C,Number,
159,205,@p:ubcv:r:2391c8b2-49f521f0 Pharmacy Rm 4506 RAD-4-02 RZ4_02_HWRT,Pharmacy Floor 4,Pharmacy Rm 4506 RAD-4-02,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Hot Water Temp,RZ4_02_HWRT,°C,Number,
160,206,@p:ubcv:r:2391c6fb-b6c02ecc Pharmacy Rm 3516 RAD-3-05 RZ3_05_HWRT_HILIM_SP,Pharmacy Floor 3,Pharmacy Rm 3516 RAD-3-05,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Hot Water Temp Max Sp,RZ3_05_HWRT_HILIM_SP,°C,Number,
161,208,@p:ubcv:r:236c8a41-c754f4c4 Pharmacy Unsorted Points Poll Time,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Poll Time,Poll Time,_,Number,
162,209,@p:ubcv:r:236c8a38-a343a7f0 Pharmacy Elec Submeters LEED-CH-2 CH-2_Voltage_A_N,Pharmacy Utilities,Pharmacy Elec Submeters LEED-CH-2,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Voltage A,CH-2_Voltage_A_N,V,Number,
163,212,@p:ubcv:r:236c8ae6-f69465ed Pharmacy AHU-10 SF AHU10_SF_SPD,Pharmacy Air Systems,Pharmacy AHU-10 SF,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Fan Speed Cmd,AHU10_SF_SPD,%,Number,
164,214,@p:ubcv:r:2391c147-9bda860f Pharmacy Rm 1409 VAV-1S004 VAV_1S004_FLW,Pharmacy Floor 1,Pharmacy Rm 1409 VAV-1S004,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow,VAV_1S004_FLW,L/s,Number,
165,216,@p:ubcv:r:236c8a08-1dedf1c9 Pharmacy Cooling Plant CH-3 CHLR_CH3_PWR(kWh)_LASTYR,Pharmacy Hydronic Systems,Pharmacy Cooling Plant CH-3,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHLR_CH3_PWR(kWh)_LASTYR,CHLR_CH3_PWR(kWh)_LASTYR,kW,Number,
166,217,@p:ubcv:r:236c8fd4-5d0c3f2a Pharmacy AHU-08 AHU8_CCV,Pharmacy Air Systems,Pharmacy AHU-08,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Cooling Valve Cmd,AHU8_CCV,%,Number,
167,218,@p:ubcv:r:236c8bde-4cda518b Pharmacy Rm 6120 VAV-6S067 VAV_6S067_RT_SP,Pharmacy Floor 6,Pharmacy Rm 6120 VAV-6S067,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,VAV_6S067_RT_SP,°C,Number,
168,220,@p:ubcv:r:236c8fec-8f0224fd Pharmacy CRAH System CRAH1~3_RWT2,Pharmacy Hydronic Systems,Pharmacy CRAH System,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CRAH1~3_RWT2,CRAH1~3_RWT2,°C,Number,
169,223,@p:ubcv:r:236c8a4d-11daae66 Pharmacy Rm B306 EAV-BS092 BS092_OCCUPANCY_CMD_BV,Pharmacy Floor 0,Pharmacy Rm B306 EAV-BS092,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS092_OCCUPANCY_CMD_BV,BS092_OCCUPANCY_CMD_BV,,Bool,
170,224,@p:ubcv:r:236c8a6c-45ab5f24 Pharmacy AHU-16 AHU16_CCV,Pharmacy Air Systems,Pharmacy AHU-16,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Cooling Valve Cmd,AHU16_CCV,%,Number,
171,227,@p:ubcv:r:2391ca07-f4fd967e Pharmacy Unsorted Points MINUS80_AL_5308,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,MINUS80_AL_5308,MINUS80_AL_5308,,Bool,
172,229,@p:ubcv:r:254f1cda-521d84a5 Pharmacy AHU-03 AHU Run Status,Pharmacy Air Systems,Pharmacy AHU-03,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU Run Status,,,Bool,
173,231,@p:ubcv:r:2391bb23-2374028a Pharmacy Rm 1011 RAD-1-04 RZ1_04_SLAB_SP,Pharmacy Floor 1,Pharmacy Rm 1011 RAD-1-04,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Sp,RZ1_04_SLAB_SP,°C,Number,
174,232,@p:ubcv:r:236c8a1d-4146a2a0 Pharmacy Elec Submeters LEED-6SRMC1 6SRMC1_CurrentC,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6SRMC1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Current C,6SRMC1_CurrentC,A,Number,
175,233,@p:ubcv:r:236c89d6-794d861c Pharmacy Rm 5206 VAV-5S025 5S025_VLV_FLOW_FDBK_AV,Pharmacy Floor 5,Pharmacy Rm 5206 VAV-5S025,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow,5S025_VLV_FLOW_FDBK_AV,L/s,Number,
176,235,@p:ubcv:r:236c89e6-2d3945dc Pharmacy Rm B502 EAV-BS036 BS036_EXH_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B502 EAV-BS036,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BS036_EXH_JAM_AL_BV,,Bool,
177,236,@p:ubcv:r:236c89f0-2c521d13 Pharmacy Rm 5202 EAV-5E073 5E073_VLV_FLOW_FDBK_AV,Pharmacy Floor 5,Pharmacy Rm 5202 EAV-5E073,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow,5E073_VLV_FLOW_FDBK_AV,L/s,Number,
178,237,@p:ubcv:r:236c8a57-9a849c1b Pharmacy Water Submeters WM-12 WM12_SB4_5_FLOW,Pharmacy Utilities,Pharmacy Water Submeters WM-12,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Water Flow,WM12_SB4_5_FLOW,L,Number,
179,238,@p:ubcv:r:236c89f1-c3fe3264 Pharmacy Rm 5201 VAV-5S018 5S018_AVG_SPACE_TEMP_AV,Pharmacy Floor 5,Pharmacy Rm 5201 VAV-5S018,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,5S018_AVG_SPACE_TEMP_AV,°C,Number,
180,239,@p:ubcv:r:2391bc07-382fdcf8 Pharmacy Rm 3210a VAV-3S011 VAV_3S011_DP,Pharmacy Floor 3,Pharmacy Rm 3210a VAV-3S011,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_3S011_DP,Pa,Number,
181,240,@p:ubcv:r:236c8a4d-a40104f7 Pharmacy Rm B202a EAV-BS014 BS014_AVG_ROOM_RT,Pharmacy Floor 0,Pharmacy Rm B202a EAV-BS014,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,BS014_AVG_ROOM_RT,°C,Number,
182,241,@p:ubcv:r:2391c092-34564230 Pharmacy Rm 1304 VAV-1S008 VAV_1S008_RT_AV,Pharmacy Floor 1,Pharmacy Rm 1304 VAV-1S008,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,VAV_1S008_RT_AV,°C,Number,
